mean_wordRank	placeholder1	KWORD	PhER	per_uniq_phonemes	Noise_ID	WER	ChER	mean_nPhonemes	Short Utterance	placeholder3	ppl	STOI	mean_nChars	ph_len	per_uniq_chars	total_nChars	placeholder2	paraphrase_pair_id
10122.583	106	0.5	0.958333333333333	0.467	0	0.763333333333333	0.896666666666667	3.75	we seen that movie probably six times in the last six months	input_phrase	25.5883750915527	0.833752791466741	4.083	45	0.061	49	2459	9
9333.1	112	0.958333333333333	0.978333333333333	0.692	0	0.983333333333333	0.98	3.9	in the middle of having both generations you feel squeezed	output_paraphrases	577.033142089844	0.790520601073943	4.9	39	0.061	49	2581	10
9885.75	112	0.833333333333333	0.973333333333333	0.731	0	0.918333333333333	0.975	3.25	you are in the middle of two generations	output_paraphrases	56.835147857666	0.819069309947488	4.125	26	0.091	33	2583	10
9333.1	112	0.958333333333333	0.978333333333333	0.692	0	0.983333333333333	0.98	3.9	in the middle of having both generations you feel squeezed	output_paraphrases	577.033142089844	0.790520601073943	4.9	39	0.061	49	2581	11
9333.1	112	1	1	0.692	0	1	1	3.9	you feel squeezed in the middle of having both generations	input_phrase	411.281951904297	0.8136046048762	4.9	39	0.061	49	2581	11
9885.75	112	0.833333333333333	0.973333333333333	0.731	0	0.918333333333333	0.975	3.25	you are in the middle of two generations	output_paraphrases	56.835147857666	0.819069309947488	4.125	26	0.091	33	2583	12
9333.1	112	1	1	0.692	0	1	1	3.9	you feel squeezed in the middle of having both generations	input_phrase	411.281951904297	0.8136046048762	4.9	39	0.061	49	2581	12
9252.5	114	1	0.96	0.6	0	0.75	0.676666666666667	3.125	you get ten or fifteen bucks for it	output_paraphrases	90.3959121704102	0.828132829310062	3.5	25	0.107	28	2602	13
9469.4	114	0.875	0.973333333333333	0.548	0	0.8	0.793333333333333	3.1	you going to get ten or fifteen bucks for it	input_phrase	60.5760726928711	0.805698350608768	3.5	31	0.086	35	2602	13
9252.5	114	1	0.96	0.6	0	0.75	0.676666666666667	3.125	you get ten or fifteen bucks for it	output_paraphrases	90.3959121704102	0.828132829310062	3.5	25	0.107	28	2602	14
9809.3	114	1	1	0.528	0	0.9	0.88	3.6	you will get between ten and fifteen dollars for it	output_paraphrases	43.724552154541	0.807619667775298	4.2	36	0.071	42	2605	14
9469.4	114	0.875	0.973333333333333	0.548	0	0.8	0.793333333333333	3.1	you going to get ten or fifteen bucks for it	input_phrase	60.5760726928711	0.805698350608768	3.5	31	0.086	35	2602	15
9809.3	114	1	1	0.528	0	0.9	0.88	3.6	you will get between ten and fifteen dollars for it	output_paraphrases	43.724552154541	0.807619667775298	4.2	36	0.071	42	2605	15
10101.3	12	0.706666666666667	0.928333333333333	0.633	0	0.75	0.921666666666667	3	do you get any kind of health care type stuff	input_phrase	75.546760559082	0.879916887737009	3.6	30	0.083	36	286	16
10207.75	12	1	1	0.577	0	1	1	3.25	do you get any kind of medical care	output_paraphrases	55.8221664428711	0.864422390575113	3.5	26	0.107	28	286	16
10101.3	12	0.706666666666667	0.928333333333333	0.633	0	0.75	0.921666666666667	3	do you get any kind of health care type stuff	input_phrase	75.546760559082	0.879916887737009	3.6	30	0.083	36	286	17
10114.875	12	0.945	1	0.552	0	0.958333333333333	1	3.625	do you get anything related to health care	output_paraphrases	89.1039199829102	0.829892295122948	4.375	29	0.086	35	288	17
10207.75	12	1	1	0.577	0	1	1	3.25	do you get any kind of medical care	output_paraphrases	55.8221664428711	0.864422390575113	3.5	26	0.107	28	286	18
10114.875	12	0.945	1	0.552	0	0.958333333333333	1	3.625	do you get anything related to health care	output_paraphrases	89.1039199829102	0.829892295122948	4.375	29	0.086	35	288	18
10119.375	14	1	1	0.692	0	1	1	3.25	do you want to hear about my animals	output_paraphrases	44.1354217529297	0.804262095594161	3.625	26	0.103	29	303	19
10181.636	14	1	0.99	0.606	0	0.985	0.991666666666667	3	do you want to hear about my other animals i had	input_phrase	60.0508918762207	0.814379156076726	3.455	33	0.079	38	303	19
10119.375	14	1	1	0.692	0	1	1	3.25	do you want to hear about my animals	output_paraphrases	44.1354217529297	0.804262095594161	3.625	26	0.103	29	303	20
10133.3	14	0.958333333333333	0.926666666666666	0.594	0	0.916666666666667	0.931666666666666	3.2	do you want to learn more about my other animals	output_paraphrases	38.786491394043	0.799495894124268	3.9	32	0.077	39	310	20
10181.636	14	1	0.99	0.606	0	0.985	0.991666666666667	3	do you want to hear about my other animals i had	input_phrase	60.0508918762207	0.814379156076726	3.455	33	0.079	38	303	21
10133.3	14	0.958333333333333	0.926666666666666	0.594	0	0.916666666666667	0.931666666666666	3.2	do you want to learn more about my other animals	output_paraphrases	38.786491394043	0.799495894124268	3.9	32	0.077	39	310	21
10289.571	16	1	1	0.81	0	1	1	3	do you work for a big company	output_paraphrases	27.9259204864502	0.838026836895492	3.286	21	0.13	23	312	22
10311.6	16	0.958333333333333	0.975	0.692	0	0.983333333333333	0.971666666666667	2.6	do you work for a big or a little place	input_phrase	44.6318664550781	0.846974213330971	3	26	0.1	30	312	22
10289.571	16	1	1	0.81	0	1	1	3	do you work for a big company	output_paraphrases	27.9259204864502	0.838026836895492	3.286	21	0.13	23	312	23
10293.545	16	1	0.983333333333333	0.621	0	0.985	0.985	2.636	do you work for a big place or a small place	output_paraphrases	22.700532913208	0.836248345262131	3.091	29	0.088	34	315	23
10311.6	16	0.958333333333333	0.975	0.692	0	0.983333333333333	0.971666666666667	2.6	do you work for a big or a little place	input_phrase	44.6318664550781	0.846974213330971	3	26	0.1	30	312	24
10293.545	16	1	0.983333333333333	0.621	0	0.985	0.985	2.636	do you work for a big place or a small place	output_paraphrases	22.700532913208	0.836248345262131	3.091	29	0.088	34	315	24
9984	1638807207592803212_sent_int_pegasus_1	1	0.985	0.606	0	0.95	0.985	3.3	a lot of education aid has gone to trade schools	input_phrase	102.8587875	0.873130919	3.9	33	0.077	39	1041	25
9977	1638807207592803212_sent_int_pegasus_1	0.933333333333333	0.995	0.548	0	0.926666666666667	0.995	3.444	a lot of education aid went to trade schools	output_paraphrases	168.8405609	0.89873764	4	31	0.083	36	1047	25
9984	1638807207592803212_sent_int_pegasus_1	1	0.985	0.606	0	0.95	0.985	3.3	a lot of education aid has gone to trade schools	input_phrase	102.8587875	0.873130919	3.9	33	0.077	39	1041	26
9837	1638807207592803212_sent_int_pegasus_1	0.958333333333333	0.955	0.667	0	0.835	0.96	3.857	education aid has gone to trade schools	output_paraphrases	329.3690186	0.839138345	4.714	27	0.091	33	1041	26
9977	1638807207592803212_sent_int_pegasus_1	0.933333333333333	0.995	0.548	0	0.926666666666667	0.995	3.444	a lot of education aid went to trade schools	output_paraphrases	168.8405609	0.89873764	4	31	0.083	36	1047	27
9837	1638807207592803212_sent_int_pegasus_1	0.958333333333333	0.955	0.667	0	0.835	0.96	3.857	education aid has gone to trade schools	output_paraphrases	329.3690186	0.839138345	4.714	27	0.091	33	1041	27
10267.429	1638807207592803212_sent_int_pegasus_103	1	1	0.6	0	1	1	2.857	what kind of car do you want	output_paraphrases	31.2289772	0.828641347	3.143	20	0.136	22	941	28
10220	1638807207592803212_sent_int_pegasus_103	1	0.988333333333333	0.586	0	0.983333333333333	0.995	2.9	what kind of car would you like to buy next	input_phrase	23.61692619	0.889277959	3.4	29	0.088	34	938	28
10267.429	1638807207592803212_sent_int_pegasus_103	1	1	0.6	0	1	1	2.857	what kind of car do you want	output_paraphrases	31.2289772	0.828641347	3.143	20	0.136	22	941	29
10025.4	1638807207592803212_sent_int_pegasus_103	1	1	0.545	0	1	1	3.3	what kind of vehicle do you want to buy next	output_paraphrases	38.84335709	0.828855673	3.5	33	0.086	35	938	29
10220	1638807207592803212_sent_int_pegasus_103	1	0.988333333333333	0.586	0	0.983333333333333	0.995	2.9	what kind of car would you like to buy next	input_phrase	23.61692619	0.889277959	3.4	29	0.088	34	938	30
10025.4	1638807207592803212_sent_int_pegasus_103	1	1	0.545	0	1	1	3.3	what kind of vehicle do you want to buy next	output_paraphrases	38.84335709	0.828855673	3.5	33	0.086	35	938	30
10244.1	1638807207592803212_sent_int_pegasus_12	1	1	0.571	0	1	1	3.5	do you have a lot of activities with your children	output_paraphrases	47.47506714	0.828458021	4.1	35	0.073	41	199	31
10221.1	1638807207592803212_sent_int_pegasus_12	1	1	0.562	0	1	1	3.2	do you have a lot of activities with your kids	input_phrase	39.75053787	0.824240683	3.7	32	0.081	37	192	31
10244.1	1638807207592803212_sent_int_pegasus_12	1	1	0.571	0	1	1	3.5	do you have a lot of activities with your children	output_paraphrases	47.47506714	0.828458021	4.1	35	0.073	41	199	32
10228	1638807207592803212_sent_int_pegasus_12	1	1	0.621	0	1	1	2.9	do you have a lot of fun with your children	output_paraphrases	22.97509003	0.862367045	3.4	29	0.088	34	192	32
10221.1	1638807207592803212_sent_int_pegasus_12	1	1	0.562	0	1	1	3.2	do you have a lot of activities with your kids	input_phrase	39.75053787	0.824240683	3.7	32	0.081	37	192	33
10228	1638807207592803212_sent_int_pegasus_12	1	1	0.621	0	1	1	2.9	do you have a lot of fun with your children	output_paraphrases	22.97509003	0.862367045	3.4	29	0.088	34	192	33
10195.1	1638807207592803212_sent_int_pegasus_13	1	0.981666666666667	0.63	0	0.983333333333333	0.98	2.7	do you work like half days or half weeks or	input_phrase	178.6182404	0.837246121	3.4	27	0.088	34	370	34
10203.25	1638807207592803212_sent_int_pegasus_13	1	1	0.636	0	1	1	2.75	do you work long days or short days	output_paraphrases	52.84017563	0.814771645	3.5	22	0.107	28	370	34
10195.1	1638807207592803212_sent_int_pegasus_13	1	0.981666666666667	0.63	0	0.983333333333333	0.98	2.7	do you work like half days or half weeks or	input_phrase	178.6182404	0.837246121	3.4	27	0.088	34	370	35
10281.875	1638807207592803212_sent_int_pegasus_13	1	1	0.842	0	1	1	2.375	do you work more than half a day	output_paraphrases	35.24882126	0.834507921	3.125	19	0.12	25	368	35
10203.25	1638807207592803212_sent_int_pegasus_13	1	1	0.636	0	1	1	2.75	do you work long days or short days	output_paraphrases	52.84017563	0.814771645	3.5	22	0.107	28	370	36
10281.875	1638807207592803212_sent_int_pegasus_13	1	1	0.842	0	1	1	2.375	do you work more than half a day	output_paraphrases	35.24882126	0.834507921	3.125	19	0.12	25	368	36
9961.1	1638807207592803212_sent_int_pegasus_2	0.916666666666667	1	0.72	0	0.966666666666667	1	2.5	a lot of times i think it our own fault	input_phrase	51.16643906	0.853655057	3	25	0.1	30	2	37
9904.25	1638807207592803212_sent_int_pegasus_2	0.971666666666667	0.981666666666667	0.737	0	0.938333333333333	0.976666666666667	2.375	i think it is our fault a lot	output_paraphrases	77.69906616	0.822875552	2.75	19	0.136	22	2	37
9961.1	1638807207592803212_sent_int_pegasus_2	0.916666666666667	1	0.72	0	0.966666666666667	1	2.5	a lot of times i think it our own fault	input_phrase	51.16643906	0.853655057	3	25	0.1	30	2	38
9941	1638807207592803212_sent_int_pegasus_2	0.971666666666667	1	0.762	0	0.963333333333333	1	2.333	i think it is our own fault a lot	output_paraphrases	69.86360168	0.831858788	2.778	21	0.12	25	6	38
9904.25	1638807207592803212_sent_int_pegasus_2	0.971666666666667	0.981666666666667	0.737	0	0.938333333333333	0.976666666666667	2.375	i think it is our fault a lot	output_paraphrases	77.69906616	0.822875552	2.75	19	0.136	22	2	39
9941	1638807207592803212_sent_int_pegasus_2	0.971666666666667	1	0.762	0	0.963333333333333	1	2.333	i think it is our own fault a lot	output_paraphrases	69.86360168	0.831858788	2.778	21	0.12	25	6	39
9886.571	1638807207592803212_sent_int_pegasus_23	0.966666666666667	0.991666666666667	0.619	0	0.976666666666667	0.993333333333333	3	i called my dad to describe it	output_paraphrases	97.08721161	0.873891939	3.429	21	0.125	24	1384	40
9976.545	1638807207592803212_sent_int_pegasus_23	1	1	0.538	0	1	1	3.545	i called my father long distance just to describe the thing	input_phrase	245.9948273	0.853549193	4.455	39	0.061	49	1384	40
9886.571	1638807207592803212_sent_int_pegasus_23	0.966666666666667	0.991666666666667	0.619	0	0.976666666666667	0.993333333333333	3	i called my dad to describe it	output_paraphrases	97.08721161	0.873891939	3.429	21	0.125	24	1384	41
10032.875	1638807207592803212_sent_int_pegasus_23	1	1	0.76	0	1	1	3.125	i called my father to describe the thing	output_paraphrases	187.3191528	0.842896998	4.125	25	0.091	33	1379	41
9976.545	1638807207592803212_sent_int_pegasus_23	1	1	0.538	0	1	1	3.545	i called my father long distance just to describe the thing	input_phrase	245.9948273	0.853549193	4.455	39	0.061	49	1384	42
10032.875	1638807207592803212_sent_int_pegasus_23	1	1	0.76	0	1	1	3.125	i called my father to describe the thing	output_paraphrases	187.3191528	0.842896998	4.125	25	0.091	33	1379	42
9029.583	1638807207592803212_sent_int_pegasus_3	0.945	0.863333333333333	0.467	0	0.791666666666667	0.866666666666667	3.75	a while ago that showed some people that had rabbits in apartments	input_phrase	207.6480408	0.839542683	4.583	45	0.055	55	83	43
7907.5	1638807207592803212_sent_int_pegasus_3	1	0.971666666666667	0.517	0	0.971666666666667	0.973333333333333	4.833	some people had rabbits in apartments	output_paraphrases	609.9368286	0.858975062	5.333	29	0.094	32	83	43
9029.583	1638807207592803212_sent_int_pegasus_3	0.945	0.863333333333333	0.467	0	0.791666666666667	0.866666666666667	3.75	a while ago that showed some people that had rabbits in apartments	input_phrase	207.6480408	0.839542683	4.583	45	0.055	55	83	44
8256	1638807207592803212_sent_int_pegasus_3	0.833333333333333	0.853333333333333	0.531	0	0.785	0.865	4.571	some people had rabbits in their apartments	output_paraphrases	173.6988983	0.856848715	5.286	32	0.081	37	82	44
7907.5	1638807207592803212_sent_int_pegasus_3	1	0.971666666666667	0.517	0	0.971666666666667	0.973333333333333	4.833	some people had rabbits in apartments	output_paraphrases	609.9368286	0.858975062	5.333	29	0.094	32	83	45
8256	1638807207592803212_sent_int_pegasus_3	0.833333333333333	0.853333333333333	0.531	0	0.785	0.865	4.571	some people had rabbits in their apartments	output_paraphrases	173.6988983	0.856848715	5.286	32	0.081	37	82	45
10083.091	1638807207592803212_sent_int_pegasus_30	1	0.988333333333333	0.633	0	0.985	0.986666666666667	2.727	i have quite a few of those that my uncle made	input_phrase	53.92481613	0.871500896	3.273	30	0.083	36	439	46
9984.143	1638807207592803212_sent_int_pegasus_30	1	0.975	0.714	0	0.953333333333333	0.946666666666667	3	my uncle made a number of those	output_paraphrases	115.4700851	0.851235303	3.571	21	0.12	25	433	46
10083.091	1638807207592803212_sent_int_pegasus_30	1	0.988333333333333	0.633	0	0.985	0.986666666666667	2.727	i have quite a few of those that my uncle made	input_phrase	53.92481613	0.871500896	3.273	30	0.083	36	439	47
9948.5	1638807207592803212_sent_int_pegasus_30	1	1	0.684	0	1	1	3.167	my uncle made many of them	output_paraphrases	151.6078033	0.859134507	3.5	19	0.143	21	439	47
9984.143	1638807207592803212_sent_int_pegasus_30	1	0.975	0.714	0	0.953333333333333	0.946666666666667	3	my uncle made a number of those	output_paraphrases	115.4700851	0.851235303	3.571	21	0.12	25	433	48
9948.5	1638807207592803212_sent_int_pegasus_30	1	1	0.684	0	1	1	3.167	my uncle made many of them	output_paraphrases	151.6078033	0.859134507	3.5	19	0.143	21	439	48
9983.778	1638807207592803212_sent_int_pegasus_31	1	0.986666666666667	0.615	0	0.981666666666667	0.985	2.889	i believe i would die before my truck did	output_paraphrases	179.5747986	0.917270237	3.667	26	0.091	33	944	49
9505.2	1638807207592803212_sent_int_pegasus_31	0.89	0.98	0.625	0	0.966666666666667	0.985	3.2	i honestly think i would die before my truck would	input_phrase	148.5469055	0.839802665	4.1	32	0.073	41	944	49
9983.778	1638807207592803212_sent_int_pegasus_31	1	0.986666666666667	0.615	0	0.981666666666667	0.985	2.889	i believe i would die before my truck did	output_paraphrases	179.5747986	0.917270237	3.667	26	0.091	33	944	50
10001	1638807207592803212_sent_int_pegasus_31	1	0.986666666666667	0.64	0	0.981666666666666	0.985	2.778	i think i would die before my truck does	output_paraphrases	127.9154358	0.865164079	3.556	25	0.094	32	945	50
9505.2	1638807207592803212_sent_int_pegasus_31	0.89	0.98	0.625	0	0.966666666666667	0.985	3.2	i honestly think i would die before my truck would	input_phrase	148.5469055	0.839802665	4.1	32	0.073	41	944	51
10001	1638807207592803212_sent_int_pegasus_31	1	0.986666666666667	0.64	0	0.981666666666666	0.985	2.778	i think i would die before my truck does	output_paraphrases	127.9154358	0.865164079	3.556	25	0.094	32	945	51
8572.182	1638807207592803212_sent_int_pegasus_38	0.861666666666667	0.9	0.545	0	0.835	0.915	3	i tell you the sit ups and push ups are excellent	input_phrase	81.05545044	0.872144712	3.545	33	0.077	39	761	52
7568.857	1638807207592803212_sent_int_pegasus_38	0.888333333333333	1	0.56	0	0.905	1	3.571	push ups and sit ups are excellent	output_paraphrases	65.28239441	0.878606257	4	25	0.107	28	761	52
8572.182	1638807207592803212_sent_int_pegasus_38	0.861666666666667	0.9	0.545	0	0.835	0.915	3	i tell you the sit ups and push ups are excellent	input_phrase	81.05545044	0.872144712	3.545	33	0.077	39	761	53
8201.125	1638807207592803212_sent_int_pegasus_38	0.888333333333333	1	0.609	0	0.916666666666667	1	2.875	the sit ups and push ups are great	output_paraphrases	38.08076096	0.900092582	3.375	23	0.111	27	766	53
7568.857	1638807207592803212_sent_int_pegasus_38	0.888333333333333	1	0.56	0	0.905	1	3.571	push ups and sit ups are excellent	output_paraphrases	65.28239441	0.878606257	4	25	0.107	28	761	54
8201.125	1638807207592803212_sent_int_pegasus_38	0.888333333333333	1	0.609	0	0.916666666666667	1	2.875	the sit ups and push ups are great	output_paraphrases	38.08076096	0.900092582	3.375	23	0.111	27	766	54
10268.2	1638807207592803212_sent_int_pegasus_4	0.958333333333333	0.95	0.533	0	0.933333333333334	0.95	3	and do the job because the kids really need it	input_phrase	69.61592865	0.786461796	3.7	30	0.081	37	537	55
10260.875	1638807207592803212_sent_int_pegasus_4	0.875	0.975	0.75	0	0.938333333333333	0.978333333333333	2.5	the kids need it so do the job	output_paraphrases	180.4714966	0.77890511	2.875	20	0.13	23	538	55
10268.2	1638807207592803212_sent_int_pegasus_4	0.958333333333333	0.95	0.533	0	0.933333333333334	0.95	3	and do the job because the kids really need it	input_phrase	69.61592865	0.786461796	3.7	30	0.081	37	537	56
10245.4	1638807207592803212_sent_int_pegasus_4	1	1	0.733	0	1	1	3	the kids really need it	output_paraphrases	115.7364502	0.72230126	3.8	15	0.158	19	537	56
10260.875	1638807207592803212_sent_int_pegasus_4	0.875	0.975	0.75	0	0.938333333333333	0.978333333333333	2.5	the kids need it so do the job	output_paraphrases	180.4714966	0.77890511	2.875	20	0.13	23	538	57
10245.4	1638807207592803212_sent_int_pegasus_4	1	1	0.733	0	1	1	3	the kids really need it	output_paraphrases	115.7364502	0.72230126	3.8	15	0.158	19	537	57
9156.3	1638807207592803212_sent_int_pegasus_5	0.9	0.95	0.472	0	0.9	0.931666666666667	3.6	and kind of had a whole conducive atmosphere to it	input_phrase	255.0586243	0.836234697	4.1	36	0.073	41	778	58
9014.143	1638807207592803212_sent_int_pegasus_5	0.916666666666667	0.971666666666667	0.722	0	0.903333333333333	0.983333333333333	2.571	it kind of had a good vibe	output_paraphrases	52.09425354	0.841484899	2.857	18	0.15	20	771	58
9156.3	1638807207592803212_sent_int_pegasus_5	0.9	0.95	0.472	0	0.9	0.931666666666667	3.6	and kind of had a whole conducive atmosphere to it	input_phrase	255.0586243	0.836234697	4.1	36	0.073	41	778	59
9945.571	1638807207592803212_sent_int_pegasus_5	1	1	0.667	0	1	1	3.429	it kind of had a great atmosphere	output_paraphrases	53.40643692	0.928750734	3.857	24	0.111	27	778	59
9014.143	1638807207592803212_sent_int_pegasus_5	0.916666666666667	0.971666666666667	0.722	0	0.903333333333333	0.983333333333333	2.571	it kind of had a good vibe	output_paraphrases	52.09425354	0.841484899	2.857	18	0.15	20	771	60
9945.571	1638807207592803212_sent_int_pegasus_5	1	1	0.667	0	1	1	3.429	it kind of had a great atmosphere	output_paraphrases	53.40643692	0.928750734	3.857	24	0.111	27	778	60
10104.75	1638807207592803212_sent_int_pegasus_56	0.945	0.985	0.87	0	0.98	0.978333333333333	2.875	it could have spread all over the town	output_paraphrases	71.15679932	0.859592787	3.875	23	0.097	31	847	61
10109.1	1638807207592803212_sent_int_pegasus_56	1	0.96	0.724	0	0.95	0.951666666666667	2.9	it may have even spread all over the whole town	input_phrase	56.09326172	0.861819811	3.8	29	0.079	38	838	61
10104.75	1638807207592803212_sent_int_pegasus_56	0.945	0.985	0.87	0	0.98	0.978333333333333	2.875	it could have spread all over the town	output_paraphrases	71.15679932	0.859592787	3.875	23	0.097	31	847	62
10005.125	1638807207592803212_sent_int_pegasus_56	1	1	0.792	0	1	1	3	it may have spread to the entire town	output_paraphrases	64.20859528	0.871367692	3.75	24	0.1	30	838	62
10109.1	1638807207592803212_sent_int_pegasus_56	1	0.96	0.724	0	0.95	0.951666666666667	2.9	it may have even spread all over the whole town	input_phrase	56.09326172	0.861819811	3.8	29	0.079	38	838	63
10005.125	1638807207592803212_sent_int_pegasus_56	1	1	0.792	0	1	1	3	it may have spread to the entire town	output_paraphrases	64.20859528	0.871367692	3.75	24	0.1	30	838	63
9393	1638807207592803212_sent_int_pegasus_67	0.971666666666667	0.94	0.491	0	0.916666666666667	0.933333333333333	3.929	it probably doesnt happen every morning but it happens about two days a week	output_paraphrases	31.81783485	0.858493616	4.5	55	0.048	63	720	64
8115.5	1638807207592803212_sent_int_pegasus_67	1	1	0.69	0	1	1	4.833	it probably doesnt occur every morning	output_paraphrases	249.696579	0.843046288	5.5	29	0.091	33	727	64
9393	1638807207592803212_sent_int_pegasus_67	0.971666666666667	0.94	0.491	0	0.916666666666667	0.933333333333333	3.929	it probably doesnt happen every morning but it happens about two days a week	output_paraphrases	31.81783485	0.858493616	4.5	55	0.048	63	720	65
9519.091	1638807207592803212_sent_int_pegasus_67	1	0.968333333333333	0.581	0	0.88	0.92	3.909	not every morning it probably averages about two days a week	input_phrase	151.5006409	0.813480227	4.545	43	0.06	50	720	65
8115.5	1638807207592803212_sent_int_pegasus_67	1	1	0.69	0	1	1	4.833	it probably doesnt occur every morning	output_paraphrases	249.696579	0.843046288	5.5	29	0.091	33	727	66
9519.091	1638807207592803212_sent_int_pegasus_67	1	0.968333333333333	0.581	0	0.88	0.92	3.909	not every morning it probably averages about two days a week	input_phrase	151.5006409	0.813480227	4.545	43	0.06	50	720	66
10125.556	1638807207592803212_sent_int_pegasus_74	1	0.946666666666667	0.692	0	0.926666666666666	0.96	2.889	it will be crazy that time of year here	output_paraphrases	68.71018982	0.80855276	3.444	26	0.097	31	136	67
10147.5	1638807207592803212_sent_int_pegasus_74	1	0.95	0.667	0	0.933333333333334	0.948333333333333	3	that going to be crazy that time of year here	input_phrase	69.53530884	0.833144847	3.6	30	0.083	36	139	67
10125.556	1638807207592803212_sent_int_pegasus_74	1	0.946666666666667	0.692	0	0.926666666666666	0.96	2.889	it will be crazy that time of year here	output_paraphrases	68.71018982	0.80855276	3.444	26	0.097	31	136	68
10067.143	1638807207592803212_sent_int_pegasus_74	1	0.983333333333333	0.81	0	0.976666666666667	0.986666666666667	3	that time of year will be crazy	output_paraphrases	44.98111343	0.823812103	3.571	21	0.12	25	139	68
10147.5	1638807207592803212_sent_int_pegasus_74	1	0.95	0.667	0	0.933333333333334	0.948333333333333	3	that going to be crazy that time of year here	input_phrase	69.53530884	0.833144847	3.6	30	0.083	36	139	69
10067.143	1638807207592803212_sent_int_pegasus_74	1	0.983333333333333	0.81	0	0.976666666666667	0.986666666666667	3	that time of year will be crazy	output_paraphrases	44.98111343	0.823812103	3.571	21	0.12	25	139	69
10018.3	1638807207592803212_sent_int_pegasus_78	1	0.965	0.552	0	0.916666666666667	0.955	2.9	it all depends on what it all comes down to	output_paraphrases	12.74855328	0.863284659	3.4	29	0.088	34	812	70
9403.75	1638807207592803212_sent_int_pegasus_78	0.945	0.88	0.513	0	0.875	0.908333333333333	3.25	that what it all boils down to in the end usually anyway	input_phrase	51.73392868	0.813386652	3.75	39	0.067	45	812	70
10018.3	1638807207592803212_sent_int_pegasus_78	1	0.965	0.552	0	0.916666666666667	0.955	2.9	it all depends on what it all comes down to	output_paraphrases	12.74855328	0.863284659	3.4	29	0.088	34	812	71
10030.1	1638807207592803212_sent_int_pegasus_78	1	0.988333333333333	0.667	0	0.983333333333333	1	2.7	thats what it all comes down to in the end	output_paraphrases	20.20244789	0.852021402	3.3	27	0.091	33	809	71
