filename	listnumber	assignmentid	hitid	workerid	origin	timestamp	partid	questionid	answer	filename.1	Short Utterance	challengelevel	phonemes	phonemelength	noise	snr	placeholder1	placeholder2	placeholder3	id	confidence	Response
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	60e1a626ddf351245640baae	PROLIFIC	26-Nov-2021 10:59:25	9622	204516	"""{\""lastWord\"":\""I heard of a couple of companies that have done that.\"",\""confidence\"":92}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_961.wav	i heard of a couple of companies that have done that	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_961.wav		769305	92	I heard of a couple of companies that have done that.
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	donlou185	PROLIFIC	26-Nov-2021 11:03:19	9622	204516	"""{\""lastWord\"":\""i heard of a couple of companies that have done that\"",\""confidence\"":80}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_961.wav	i heard of a couple of companies that have done that	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_961.wav		769367	80	i heard of a couple of companies that have done that
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5b780cc655f12e0001b4d85a	PROLIFIC	25-Nov-2021 18:45:03	9622	204517	"""{\""lastWord\"":\""these kids are just in the day care centre all day\"",\""confidence\"":100}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_930.wav	these kids are just in a day care center all day	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_930.wav		768898	100	these kids are just in the day care centre all day
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5e61f36dc7061b0c396928f2	PROLIFIC	26-Nov-2021 10:49:51	9622	204517	"""{\""lastWord\"":\""These kids are just in a daycare centre all day\"",\""confidence\"":99}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_930.wav	these kids are just in a day care center all day	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_930.wav		769248	99	These kids are just in a daycare centre all day
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5ece8a3c088813259ffc1e0f	PROLIFIC	26-Nov-2021 10:47:01	9622	204517	"""{\""lastWord\"":\""these kids are just in a day care centre all day\"",\""confidence\"":99}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_930.wav	these kids are just in a day care center all day	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_930.wav		769190	99	these kids are just in a day care centre all day
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5fb46dd5d9ece50422838e7a	PROLIFIC	25-Nov-2021 18:32:51	9622	204517	"""{\""lastWord\"":\""These kids are just in a daycare centre all day.\"",\""confidence\"":94}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_930.wav	these kids are just in a day care center all day	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_930.wav		768829	94	These kids are just in a daycare centre all day.
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	60e1a626ddf351245640baae	PROLIFIC	26-Nov-2021 10:59:25	9622	204517	"""{\""lastWord\"":\""These kids are just in a daycare centre all day.\"",\""confidence\"":95}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_930.wav	these kids are just in a day care center all day	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_930.wav		769319	95	These kids are just in a daycare centre all day.
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	donlou185	PROLIFIC	26-Nov-2021 11:03:19	9622	204517	"""{\""lastWord\"":\""these kids are just in a daycare center all day\"",\""confidence\"":99}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_930.wav	these kids are just in a day care center all day	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_930.wav		769366	99	these kids are just in a daycare center all day
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5b780cc655f12e0001b4d85a	PROLIFIC	25-Nov-2021 18:45:03	9622	204518	"""{\""lastWord\"":\""i do blame it on the teachers in the school\"",\""confidence\"":100}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_610.wav	i do blame it on the teachers in the school	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_610.wav		768899	100	i do blame it on the teachers in the school
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5e61f36dc7061b0c396928f2	PROLIFIC	26-Nov-2021 10:49:51	9622	204518	"""{\""lastWord\"":\""I do blame it on the teachers in the school\"",\""confidence\"":98}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_610.wav	i do blame it on the teachers in the school	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_610.wav		769240	98	I do blame it on the teachers in the school
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5ece8a3c088813259ffc1e0f	PROLIFIC	26-Nov-2021 10:47:01	9622	204518	"""{\""lastWord\"":\""i do blame it on the teachers in the school\"",\""confidence\"":76}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_610.wav	i do blame it on the teachers in the school	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_610.wav		769182	76	i do blame it on the teachers in the school
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5fb46dd5d9ece50422838e7a	PROLIFIC	25-Nov-2021 18:32:51	9622	204518	"""{\""lastWord\"":\""I do blame it on the teachers in the school.\"",\""confidence\"":96}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_610.wav	i do blame it on the teachers in the school	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_610.wav		768833	96	I do blame it on the teachers in the school.
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	60e1a626ddf351245640baae	PROLIFIC	26-Nov-2021 10:59:25	9622	204518	"""{\""lastWord\"":\""I do blame it on the teachers in the school.\"",\""confidence\"":94}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_610.wav	i do blame it on the teachers in the school	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_610.wav		769306	94	I do blame it on the teachers in the school.
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	donlou185	PROLIFIC	26-Nov-2021 11:03:19	9622	204518	"""{\""lastWord\"":\""i do blame it on the teachers in the school\"",\""confidence\"":97}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_610.wav	i do blame it on the teachers in the school	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_610.wav		769370	97	i do blame it on the teachers in the school
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5b780cc655f12e0001b4d85a	PROLIFIC	25-Nov-2021 18:45:03	9622	204519	"""{\""lastWord\"":\""the first 3 days i was glued to the television\"",\""confidence\"":100}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_805.wav	the first three days i was glued to the television	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_805.wav		768880	100	the first 3 days i was glued to the television
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5e61f36dc7061b0c396928f2	PROLIFIC	26-Nov-2021 10:49:51	9622	204519	"""{\""lastWord\"":\""The first three days I was glued to the television\"",\""confidence\"":99}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_805.wav	the first three days i was glued to the television	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_805.wav		769243	99	The first three days I was glued to the television
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5ece8a3c088813259ffc1e0f	PROLIFIC	26-Nov-2021 10:47:01	9622	204519	"""{\""lastWord\"":\""the first three days i was glued to the television\"",\""confidence\"":100}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_805.wav	the first three days i was glued to the television	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_805.wav		769196	100	the first three days i was glued to the television
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5fb46dd5d9ece50422838e7a	PROLIFIC	25-Nov-2021 18:32:51	9622	204519	"""{\""lastWord\"":\""The first three days I was glued to the television.\"",\""confidence\"":90}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_805.wav	the first three days i was glued to the television	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_805.wav		768834	90	The first three days I was glued to the television.
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	60e1a626ddf351245640baae	PROLIFIC	26-Nov-2021 10:59:25	9622	204519	"""{\""lastWord\"":\""The first three days I was glued to the television.\"",\""confidence\"":92}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_805.wav	the first three days i was glued to the television	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_805.wav		769312	92	The first three days I was glued to the television.
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	donlou185	PROLIFIC	26-Nov-2021 11:03:19	9622	204519	"""{\""lastWord\"":\""the first 3 days i was glued to the television\"",\""confidence\"":99}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_805.wav	the first three days i was glued to the television	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_805.wav		769361	99	the first 3 days i was glued to the television
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5b780cc655f12e0001b4d85a	PROLIFIC	25-Nov-2021 18:45:03	9622	204520	"""{\""lastWord\"":\""do you work for a big or a little xxxxx\"",\""confidence\"":86}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_341.wav	do you work for a big or a little place	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_341.wav		768889	86	do you work for a big or a little xxxxx
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5e61f36dc7061b0c396928f2	PROLIFIC	26-Nov-2021 10:49:51	9622	204520	"""{\""lastWord\"":\""Do you work for a big or a little place\"",\""confidence\"":88}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_341.wav	do you work for a big or a little place	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_341.wav		769258	88	Do you work for a big or a little place
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5ece8a3c088813259ffc1e0f	PROLIFIC	26-Nov-2021 10:47:01	9622	204520	"""{\""lastWord\"":\""do you work for a big or a little place\"",\""confidence\"":100}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_341.wav	do you work for a big or a little place	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_341.wav		769183	100	do you work for a big or a little place
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5fb46dd5d9ece50422838e7a	PROLIFIC	25-Nov-2021 18:32:51	9622	204520	"""{\""lastWord\"":\""Do you work for a big or a little place?\"",\""confidence\"":97}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_341.wav	do you work for a big or a little place	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_341.wav		768824	97	Do you work for a big or a little place?
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	60e1a626ddf351245640baae	PROLIFIC	26-Nov-2021 10:59:25	9622	204520	"""{\""lastWord\"":\""Do you work for a big or a little place?\"",\""confidence\"":77}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_341.wav	do you work for a big or a little place	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_341.wav		769300	77	Do you work for a big or a little place?
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	donlou185	PROLIFIC	26-Nov-2021 11:03:19	9622	204520	"""{\""lastWord\"":\""do you work for a big or a little place\"",\""confidence\"":96}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_341.wav	do you work for a big or a little place	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_341.wav		769368	96	do you work for a big or a little place
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5b780cc655f12e0001b4d85a	PROLIFIC	25-Nov-2021 18:45:03	9622	204521	"""{\""lastWord\"":\""i do like going to see them in the theatres\"",\""confidence\"":100}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_717.wav	i do like going to see them in the theaters	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_717.wav		768884	100	i do like going to see them in the theatres
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5e61f36dc7061b0c396928f2	PROLIFIC	26-Nov-2021 10:49:51	9622	204521	"""{\""lastWord\"":\""I do like going to see them in the theatres\"",\""confidence\"":98}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_717.wav	i do like going to see them in the theaters	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_717.wav		769247	98	I do like going to see them in the theatres
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5ece8a3c088813259ffc1e0f	PROLIFIC	26-Nov-2021 10:47:01	9622	204521	"""{\""lastWord\"":\""i do like going to see them in the theatres\"",\""confidence\"":99}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_717.wav	i do like going to see them in the theaters	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_717.wav		769185	99	i do like going to see them in the theatres
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5fb46dd5d9ece50422838e7a	PROLIFIC	25-Nov-2021 18:32:51	9622	204521	"""{\""lastWord\"":\""I do like going to see them in the theatres.\"",\""confidence\"":82}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_717.wav	i do like going to see them in the theaters	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_717.wav		768822	82	I do like going to see them in the theatres.
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	60e1a626ddf351245640baae	PROLIFIC	26-Nov-2021 10:59:25	9622	204521	"""{\""lastWord\"":\""I do like going to see them in the theatres.\"",\""confidence\"":94}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_717.wav	i do like going to see them in the theaters	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_717.wav		769316	94	I do like going to see them in the theatres.
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	donlou185	PROLIFIC	26-Nov-2021 11:03:19	9622	204521	"""{\""lastWord\"":\""i do like going to see them in the theaters\"",\""confidence\"":99}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_717.wav	i do like going to see them in the theaters	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_717.wav		769362	99	i do like going to see them in the theaters
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5b780cc655f12e0001b4d85a	PROLIFIC	25-Nov-2021 18:45:03	9622	204522	"""{\""lastWord\"":\""i have a seven year old and a three year old\"",\""confidence\"":100}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_929.wav	i have a seven year old and a three year old	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_929.wav		768888	100	i have a seven year old and a three year old
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5e61f36dc7061b0c396928f2	PROLIFIC	26-Nov-2021 10:49:51	9622	204522	"""{\""lastWord\"":\""I have a seven year old and a three year old\"",\""confidence\"":100}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_929.wav	i have a seven year old and a three year old	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_929.wav		769241	100	I have a seven year old and a three year old
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5ece8a3c088813259ffc1e0f	PROLIFIC	26-Nov-2021 10:47:01	9622	204522	"""{\""lastWord\"":\""i have a 7 year old and a 3 year old\"",\""confidence\"":100}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_929.wav	i have a seven year old and a three year old	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_929.wav		769192	100	i have a 7 year old and a 3 year old
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5fb46dd5d9ece50422838e7a	PROLIFIC	25-Nov-2021 18:32:51	9622	204522	"""{\""lastWord\"":\""I have a seven-year-old and a three-year-old.\"",\""confidence\"":97}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_929.wav	i have a seven year old and a three year old	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_929.wav		768836	97	I have a seven-year-old and a three-year-old.
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	60e1a626ddf351245640baae	PROLIFIC	26-Nov-2021 10:59:25	9622	204522	"""{\""lastWord\"":\""I have a seven-year-old and a three-year-old.\"",\""confidence\"":97}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_929.wav	i have a seven year old and a three year old	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_929.wav		769317	97	I have a seven-year-old and a three-year-old.
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	donlou185	PROLIFIC	26-Nov-2021 11:03:19	9622	204522	"""{\""lastWord\"":\""i have a 7 year old and a 3 year old\"",\""confidence\"":98}"""	1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_929.wav	i have a seven year old and a three year old	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637158881930335487_sent_int_pegasus/noisy_babble_5/utt_929.wav		769375	98	i have a 7 year old and a 3 year old
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5b780cc655f12e0001b4d85a	PROLIFIC	25-Nov-2021 18:45:03	9622	204523	"""{\""lastWord\"":\""we've seen the movie probably 6 times in the last 6 months\"",\""confidence\"":100}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1249.wav	we seen that movie probably six times in the last six months	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_1249.wav		768883	100	we've seen the movie probably 6 times in the last 6 months
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5e61f36dc7061b0c396928f2	PROLIFIC	26-Nov-2021 10:49:51	9622	204523	"""{\""lastWord\"":\""We've seen the movie probably six times in the last six months\"",\""confidence\"":77}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1249.wav	we seen that movie probably six times in the last six months	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_1249.wav		769242	77	We've seen the movie probably six times in the last six months
list1_p0.csv	1	NOT AVAILABLE	NOT AVAILABLE	5ece8a3c088813259ffc1e0f	PROLIFIC	26-Nov-2021 10:47:01	9622	204523	"""{\""lastWord\"":\""we've seen the newbie probably 6 times in the last 6 months\"",\""confidence\"":76}"""	1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1249.wav	we seen that movie probably six times in the last six months	ne_0					Ip	/projects/SFB_A4/exp_data/SUL/sent-comp_prediction_model/1637160114511002659_sent_int_pegasus/noisy_babble_5/utt_1249.wav		769187	76	we've seen the newbie probably 6 times in the last 6 months
