mean_wordRank	placeholder1	KWORD	PhER	per_uniq_phonemes	Noise_ID	WER	ChER	mean_nPhonemes	Short Utterance	placeholder3	ppl	STOI	mean_nChars	ph_len	per_uniq_chars	total_nChars	placeholder2	paraphrase_pair_id	exact_paraphrase_pid
9961.1	1638807207592803212_sent_int_pegasus_2	0.9166666667	1	0.72	0	0.9666666667	1	2.5	a lot of times i think it our own fault	input_phrase	51.16643906	0.853655057	3	25	0.1	30	2	37	37
9904.25	1638807207592803212_sent_int_pegasus_2	0.9716666667	0.9816666667	0.737	0	0.9383333333	0.9766666667	2.375	i think it is our fault a lot	output_paraphrases	77.69906616	0.822875552	2.75	19	0.136	22	2	37	37
9961.1	1638807207592803212_sent_int_pegasus_2	0.9166666667	1	0.72	0	0.9666666667	1	2.5	a lot of times i think it our own fault	input_phrase	51.16643906	0.853655057	3	25	0.1	30	2	38	38
9941	1638807207592803212_sent_int_pegasus_2	0.9716666667	1	0.762	0	0.9633333333	1	2.333	i think it is our own fault a lot	output_paraphrases	69.86360168	0.831858788	2.778	21	0.12	25	6	38	38
9904.25	1638807207592803212_sent_int_pegasus_2	0.9716666667	0.9816666667	0.737	0	0.9383333333	0.9766666667	2.375	i think it is our fault a lot	output_paraphrases	77.69906616	0.822875552	2.75	19	0.136	22	2	39	39
9941	1638807207592803212_sent_int_pegasus_2	0.9716666667	1	0.762	0	0.9633333333	1	2.333	i think it is our own fault a lot	output_paraphrases	69.86360168	0.831858788	2.778	21	0.12	25	6	39	39
9886.571	1638807207592803212_sent_int_pegasus_23	0.9666666667	0.9916666667	0.619	0	0.9766666667	0.9933333333	3	i called my dad to describe it	output_paraphrases	97.08721161	0.873891939	3.429	21	0.125	24	1384	41	41
10032.875	1638807207592803212_sent_int_pegasus_23	1	1	0.76	0	1	1	3.125	i called my father to describe the thing	output_paraphrases	187.3191528	0.842896998	4.125	25	0.091	33	1379	41	41
7907.5	1638807207592803212_sent_int_pegasus_3	1	0.9716666667	0.517	0	0.9716666667	0.9733333333	4.833	some people had rabbits in apartments	output_paraphrases	609.9368286	0.858975062	5.333	29	0.094	32	83	45	45
8256	1638807207592803212_sent_int_pegasus_3	0.8333333333	0.8533333333	0.531	0	0.785	0.865	4.571	some people had rabbits in their apartments	output_paraphrases	173.6988983	0.856848715	5.286	32	0.081	37	82	45	45
9984.143	1638807207592803212_sent_int_pegasus_30	1	0.975	0.714	0	0.9533333333	0.9466666667	3	my uncle made a number of those	output_paraphrases	115.4700851	0.851235303	3.571	21	0.12	25	433	48	48
9948.5	1638807207592803212_sent_int_pegasus_30	1	1	0.684	0	1	1	3.167	my uncle made many of them	output_paraphrases	151.6078033	0.859134507	3.5	19	0.143	21	439	48	48
9983.778	1638807207592803212_sent_int_pegasus_31	1	0.9866666667	0.615	0	0.9816666667	0.985	2.889	i believe i would die before my truck did	output_paraphrases	179.5747986	0.917270237	3.667	26	0.091	33	944	49	49
9505.2	1638807207592803212_sent_int_pegasus_31	0.89	0.98	0.625	0	0.9666666667	0.985	3.2	i honestly think i would die before my truck would	input_phrase	148.5469055	0.839802665	4.1	32	0.073	41	944	49	49
9983.778	1638807207592803212_sent_int_pegasus_31	1	0.9866666667	0.615	0	0.9816666667	0.985	2.889	i believe i would die before my truck did	output_paraphrases	179.5747986	0.917270237	3.667	26	0.091	33	944	50	50
10001	1638807207592803212_sent_int_pegasus_31	1	0.9866666667	0.64	0	0.9816666667	0.985	2.778	i think i would die before my truck does	output_paraphrases	127.9154358	0.865164079	3.556	25	0.094	32	945	50	50
9505.2	1638807207592803212_sent_int_pegasus_31	0.89	0.98	0.625	0	0.9666666667	0.985	3.2	i honestly think i would die before my truck would	input_phrase	148.5469055	0.839802665	4.1	32	0.073	41	944	51	51
10001	1638807207592803212_sent_int_pegasus_31	1	0.9866666667	0.64	0	0.9816666667	0.985	2.778	i think i would die before my truck does	output_paraphrases	127.9154358	0.865164079	3.556	25	0.094	32	945	51	51
7568.857	1638807207592803212_sent_int_pegasus_38	0.8883333333	1	0.56	0	0.905	1	3.571	push ups and sit ups are excellent	output_paraphrases	65.28239441	0.878606257	4	25	0.107	28	761	54	54
8201.125	1638807207592803212_sent_int_pegasus_38	0.8883333333	1	0.609	0	0.9166666667	1	2.875	the sit ups and push ups are great	output_paraphrases	38.08076096	0.900092582	3.375	23	0.111	27	766	54	54
10268.2	1638807207592803212_sent_int_pegasus_4	0.9583333333	0.95	0.533	0	0.9333333333	0.95	3	and do the job because the kids really need it	input_phrase	69.61592865	0.786461796	3.7	30	0.081	37	537	55	55
10260.875	1638807207592803212_sent_int_pegasus_4	0.875	0.975	0.75	0	0.9383333333	0.9783333333	2.5	the kids need it so do the job	output_paraphrases	180.4714966	0.77890511	2.875	20	0.13	23	538	55	55
9014.143	1638807207592803212_sent_int_pegasus_5	0.9166666667	0.9716666667	0.722	0	0.9033333333	0.9833333333	2.571	it kind of had a good vibe	output_paraphrases	52.09425354	0.841484899	2.857	18	0.15	20	771	60	60
9945.571	1638807207592803212_sent_int_pegasus_5	1	1	0.667	0	1	1	3.429	it kind of had a great atmosphere	output_paraphrases	53.40643692	0.928750734	3.857	24	0.111	27	778	60	60
10104.75	1638807207592803212_sent_int_pegasus_56	0.945	0.985	0.87	0	0.98	0.9783333333	2.875	it could have spread all over the town	output_paraphrases	71.15679932	0.859592787	3.875	23	0.097	31	847	61	61
10109.1	1638807207592803212_sent_int_pegasus_56	1	0.96	0.724	0	0.95	0.9516666667	2.9	it may have even spread all over the whole town	input_phrase	56.09326172	0.861819811	3.8	29	0.079	38	838	61	61
10109.1	1638807207592803212_sent_int_pegasus_56	1	0.96	0.724	0	0.95	0.9516666667	2.9	it may have even spread all over the whole town	input_phrase	56.09326172	0.861819811	3.8	29	0.079	38	838	63	63
10005.125	1638807207592803212_sent_int_pegasus_56	1	1	0.792	0	1	1	3	it may have spread to the entire town	output_paraphrases	64.20859528	0.871367692	3.75	24	0.1	30	838	63	63
9393	1638807207592803212_sent_int_pegasus_67	0.9716666667	0.94	0.491	0	0.9166666667	0.9333333333	3.929	it probably doesnt happen every morning but it happens about two days a week	output_paraphrases	31.81783485	0.858493616	4.5	55	0.048	63	720	65	65
9519.091	1638807207592803212_sent_int_pegasus_67	1	0.9683333333	0.581	0	0.88	0.92	3.909	not every morning it probably averages about two days a week	input_phrase	151.5006409	0.813480227	4.545	43	0.06	50	720	65	65
10125.556	1638807207592803212_sent_int_pegasus_74	1	0.9466666667	0.692	0	0.9266666667	0.96	2.889	it will be crazy that time of year here	output_paraphrases	68.71018982	0.80855276	3.444	26	0.097	31	136	67	67
10147.5	1638807207592803212_sent_int_pegasus_74	1	0.95	0.667	0	0.9333333333	0.9483333333	3	that going to be crazy that time of year here	input_phrase	69.53530884	0.833144847	3.6	30	0.083	36	139	67	67
9896.5	1638807207592803212_sent_int_pegasus_79	1	1	0.739	0	1	1	2.875	it would be fun to get them trained	output_paraphrases	55.18413162	0.872192525	3.5	23	0.107	28	88	73	73
9971.571	1638807207592803212_sent_int_pegasus_79	0.9583333333	0.9916666667	0.842	0	0.9766666667	0.9933333333	2.714	it would be fun to train them	output_paraphrases	45.05976868	0.889352432	3.286	19	0.13	23	87	73	73
9896.5	1638807207592803212_sent_int_pegasus_79	1	1	0.739	0	1	1	2.875	it would be fun to get them trained	output_paraphrases	55.18413162	0.872192525	3.5	23	0.107	28	88	74	74
9980.8	1638807207592803212_sent_int_pegasus_79	1	1	0.69	0	1	1	2.9	that would be fun if you could get them trained	input_phrase	42.16803741	0.879495861	3.8	29	0.079	38	87	74	74
10076.667	1638807207592803212_sent_int_pegasus_80	1	1	0.529	0	1	1	2.833	the minimum they want you to do is three times a week	input_phrase	27.45655441	0.808968838	3.5	34	0.071	42	1215	76	76
10279.182	1638807207592803212_sent_int_pegasus_80	1	0.9833333333	0.69	0	0.94	0.9716666667	2.636	they want you to do at least three times a week	output_paraphrases	18.85769081	0.83294491	3.364	29	0.081	37	1211	76	76
9707	1638807207592803212_sent_int_pegasus_90	0.7666666667	0.8416666667	0.571	0	0.8066666667	0.8516666667	3.5	they supposed to be coming out with all these desert storm movies	input_phrase	96.64836121	0.818047413	4.5	42	0.056	54	631	79	79
9544.6	1638807207592803212_sent_int_pegasus_90	1	0.985	0.618	0	0.9833333333	0.9883333333	3.4	they were going to release all the desert storm movies	output_paraphrases	97.19499969	0.758474615	4.5	34	0.067	45	631	79	79
9707	1638807207592803212_sent_int_pegasus_90	0.7666666667	0.8416666667	0.571	0	0.8066666667	0.8516666667	3.5	they supposed to be coming out with all these desert storm movies	input_phrase	96.64836121	0.818047413	4.5	42	0.056	54	631	80	80
9019.455	1638807207592803212_sent_int_pegasus_90	0.9666666667	0.9766666667	0.537	0	0.94	0.9866666667	3.727	they were supposed to be releasing all these desert storm movies	output_paraphrases	137.6983032	0.77197715	4.909	41	0.056	54	627	80	80
9544.6	1638807207592803212_sent_int_pegasus_90	1	0.985	0.618	0	0.9833333333	0.9883333333	3.4	they were going to release all the desert storm movies	output_paraphrases	97.19499969	0.758474615	4.5	34	0.067	45	631	81	81
9019.455	1638807207592803212_sent_int_pegasus_90	0.9666666667	0.9766666667	0.537	0	0.94	0.9866666667	3.727	they were supposed to be releasing all these desert storm movies	output_paraphrases	137.6983032	0.77197715	4.909	41	0.056	54	627	81	81
10202.833	1638809241874093187_sent_int_pegasus_101	1	1	0.778	0	0.9716666667	1	3	is it small enough to hold	output_paraphrases	81.13015747	0.798038488	3.5	18	0.143	21	2912	85	85
10259.2	1638809241874093187_sent_int_pegasus_101	0.9666666667	0.99	0.71	0	0.9666666667	0.9916666667	3.1	was it small enough that you could just hold it	input_phrase	34.84699631	0.811870098	3.8	31	0.079	38	2906	85	85
10259.2	1638809241874093187_sent_int_pegasus_101	0.9666666667	0.99	0.71	0	0.9666666667	0.9916666667	3.1	was it small enough that you could just hold it	input_phrase	34.84699631	0.811870098	3.8	31	0.079	38	2906	87	87
10238.286	1638809241874093187_sent_int_pegasus_101	1	1	0.857	0	1	1	3	was it small enough to be held	output_paraphrases	73.54916382	0.786903532	3.429	21	0.125	24	2906	87	87
9797.818	1638809241874093187_sent_int_pegasus_102	0.725	1	0.594	0	0.925	1	2.909	we been sort of opera fans for a few years now	input_phrase	82.26721191	0.819938612	3.273	32	0.083	36	2970	89	89
9863.375	1638809241874093187_sent_int_pegasus_102	0.7233333333	0.955	0.773	0	0.8966666667	0.955	2.75	we like opera for a few years now	output_paraphrases	77.50325012	0.794458982	3.25	22	0.115	26	2970	89	89
9802.3	1638809241874093187_sent_int_pegasus_102	1	1	0.714	0	1	1	2.8	we have been fans of opera for a long time	output_paraphrases	65.91429901	0.828033889	3.3	28	0.091	33	2971	90	90
9863.375	1638809241874093187_sent_int_pegasus_102	0.7233333333	0.955	0.773	0	0.8966666667	0.955	2.75	we like opera for a few years now	output_paraphrases	77.50325012	0.794458982	3.25	22	0.115	26	2970	90	90
9069.6	1638809241874093187_sent_int_pegasus_106	0.6666666667	0.9433333333	0.538	0	0.8	0.9683333333	3.9	we are looking forward to one in october at disneyworld	output_paraphrases	55.00475311	0.803227696	4.6	39	0.065	46	2543	91	91
9100.909	1638809241874093187_sent_int_pegasus_106	0.6	0.8083333333	0.435	0	0.7133333333	0.8166666667	4.182	we looking forward to one in october to disneyworld in florida	input_phrase	50.65942764	0.829969039	4.727	46	0.058	52	2543	91	91
8763	1638809241874093187_sent_int_pegasus_112	1	0.97	0.485	0	0.9633333333	0.9633333333	3.667	coupons are sent out when a new restaurant opens	output_paraphrases	64.47738647	0.850413954	4.444	33	0.075	40	1795	94	94
7964	1638809241874093187_sent_int_pegasus_112	1	0.9466666667	0.645	0	0.9433333333	0.975	5.167	new restaurants usually send out coupons	output_paraphrases	571.873291	0.848769639	5.833	31	0.086	35	1791	94	94
7964	1638809241874093187_sent_int_pegasus_112	1	0.9466666667	0.645	0	0.9433333333	0.975	5.167	new restaurants usually send out coupons	output_paraphrases	571.873291	0.848769639	5.833	31	0.086	35	1791	96	96
8957.182	1638809241874093187_sent_int_pegasus_112	0.9583333333	0.985	0.535	0	0.955	0.9866666667	3.909	when a new restaurant opens up they usually send out coupons	input_phrase	73.84104156	0.844425202	4.545	43	0.06	50	1795	96	96
10311.875	1638809241874093187_sent_int_pegasus_113	1	1	0.889	0	1	1	2.25	i had it when i was your age	output_paraphrases	31.68367195	0.832001514	2.625	18	0.143	21	1579	97	97
10294	1638809241874093187_sent_int_pegasus_113	1	1	0.929	0	1	1	2.333	i had this at your age	output_paraphrases	147.9190979	0.854202057	2.833	14	0.176	17	1575	97	97
9823.545	1638809241874093187_sent_int_pegasus_16	1	0.8816666667	0.526	0	0.715	0.6333333333	3.455	every month i add two hundred and twenty dollars to it	input_phrase	81.09012604	0.858230597	4	38	0.068	44	2042	103	103
9838.091	1638809241874093187_sent_int_pegasus_16	1	0.8933333333	0.543	0	0.775	0.71	3.182	i add two hundred and twenty dollars a month to it	output_paraphrases	61.35173035	0.885261145	3.636	35	0.075	40	2050	103	103
9823.545	1638809241874093187_sent_int_pegasus_16	1	0.8816666667	0.526	0	0.715	0.6333333333	3.455	every month i add two hundred and twenty dollars to it	input_phrase	81.09012604	0.858230597	4	38	0.068	44	2042	104	104
9700	1638809241874093187_sent_int_pegasus_16	0.75	0.8466666667	0.559	0	0.4433333333	0.475	3.778	i add two hundred and twenty dollars every month	output_paraphrases	101.0758667	0.86438515	4.444	34	0.075	40	2042	104	104
9838.091	1638809241874093187_sent_int_pegasus_16	1	0.8933333333	0.543	0	0.775	0.71	3.182	i add two hundred and twenty dollars a month to it	output_paraphrases	61.35173035	0.885261145	3.636	35	0.075	40	2050	105	105
9700	1638809241874093187_sent_int_pegasus_16	0.75	0.8466666667	0.559	0	0.4433333333	0.475	3.778	i add two hundred and twenty dollars every month	output_paraphrases	101.0758667	0.86438515	4.444	34	0.075	40	2042	105	105
9831.7	1638809241874093187_sent_int_pegasus_20	1	1	0.526	0	1	1	3.8	i also wanted to spend one year studying in europe	input_phrase	86.01027679	0.833900066	4.1	38	0.073	41	2393	106	106
9783.889	1638809241874093187_sent_int_pegasus_20	0.9666666667	0.985	0.531	0	0.9816666667	0.99	3.556	i wanted to spend a year studying in europe	output_paraphrases	61.36691666	0.775501937	3.889	32	0.086	35	2393	106	106
10159.6	1638809241874093187_sent_int_pegasus_4	0.9583333333	0.9566666667	0.486	0	0.9166666667	0.9533333333	3.5	and not ever have to spend any money on interest	input_phrase	53.76958847	0.867405886	3.9	35	0.077	39	2094	109	109
10074.286	1638809241874093187_sent_int_pegasus_4	1	1	0.607	0	1	1	4	not having to spend money on interest	output_paraphrases	67.93754578	0.832326003	4.429	28	0.097	31	2094	109	109
9417.667	1638809241874093187_sent_int_pegasus_53	0.9583333333	0.9816666667	0.514	0	0.9816666667	0.9916666667	4.111	i attended a small liberal arts college in virginia	output_paraphrases	49.90068054	0.739959542	4.778	37	0.07	43	2373	113	113
9805.1	1638809241874093187_sent_int_pegasus_53	0.89	0.94	0.556	0	0.9	0.9333333333	3.6	i went to a small liberal arts college in virginia	input_phrase	25.694767	0.765727637	4.1	36	0.073	41	2373	113	113
8397.125	1638809241874093187_sent_int_pegasus_56	1	1	0.625	0	0.98	1	3	if you have doubts dont get into it	output_paraphrases	104.072937	0.862980841	3.5	24	0.107	28	2174	117	117
8029.571	1638809241874093187_sent_int_pegasus_56	1	1	0.64	0	1	1	3.571	if you have doubts dont get involved	output_paraphrases	192.0694122	0.854355094	4.286	25	0.1	30	2176	117	117
10190.091	1638809241874093187_sent_int_pegasus_60	0.7783333333	0.97	0.559	0	0.85	0.9683333333	3.091	it a husband and wife team that we known for years	input_phrase	84.50602722	0.865357597	3.636	34	0.075	40	2504	118	118
10169.5	1638809241874093187_sent_int_pegasus_60	1	1	0.594	0	0.9833333333	0.995	3.2	we have known a husband and wife team for years	output_paraphrases	96.20860291	0.801019359	3.8	32	0.079	38	2504	118	118
10190.091	1638809241874093187_sent_int_pegasus_60	0.7783333333	0.97	0.559	0	0.85	0.9683333333	3.091	it a husband and wife team that we known for years	input_phrase	84.50602722	0.865357597	3.636	34	0.075	40	2504	119	119
10216	1638809241874093187_sent_int_pegasus_60	0.8616666667	0.985	0.562	0	0.925	0.9833333333	2.909	we know the husband and wife team for a long time	output_paraphrases	51.14070892	0.838310863	3.545	32	0.077	39	2502	119	119
10169.5	1638809241874093187_sent_int_pegasus_60	1	1	0.594	0	0.9833333333	0.995	3.2	we have known a husband and wife team for years	output_paraphrases	96.20860291	0.801019359	3.8	32	0.079	38	2504	120	120
10216	1638809241874093187_sent_int_pegasus_60	0.8616666667	0.985	0.562	0	0.925	0.9833333333	2.909	we know the husband and wife team for a long time	output_paraphrases	51.14070892	0.838310863	3.545	32	0.077	39	2502	120	120
9207.6	1638809241874093187_sent_int_pegasus_70	1	1	0.595	0	0.9833333333	0.995	3.7	my last car repair actually had to do with brakes	input_phrase	138.0462036	0.878053528	4	37	0.075	40	1867	121	121
8763.714	1638809241874093187_sent_int_pegasus_70	1	1	0.72	0	0.93	0.98	3.571	my last car repair was for brakes	output_paraphrases	524.3984985	0.865025446	3.857	25	0.111	27	1867	121	121
9207.6	1638809241874093187_sent_int_pegasus_70	1	1	0.595	0	0.9833333333	0.995	3.7	my last car repair actually had to do with brakes	input_phrase	138.0462036	0.878053528	4	37	0.075	40	1867	122	122
8824.625	1638809241874093187_sent_int_pegasus_70	1	1	0.581	0	0.94	0.985	3.875	my last car repair was related to brakes	output_paraphrases	297.3371277	0.844600278	4.125	31	0.091	33	1870	122	122
8763.714	1638809241874093187_sent_int_pegasus_70	1	1	0.72	0	0.93	0.98	3.571	my last car repair was for brakes	output_paraphrases	524.3984985	0.865025446	3.857	25	0.111	27	1867	123	123
8824.625	1638809241874093187_sent_int_pegasus_70	1	1	0.581	0	0.94	0.985	3.875	my last car repair was related to brakes	output_paraphrases	297.3371277	0.844600278	4.125	31	0.091	33	1870	123	123
9873.625	1638809241874093187_sent_int_pegasus_80	0.9666666667	0.9633333333	0.562	0	0.98	0.96	4	a friend made us a beautiful christmas design	output_paraphrases	257.7295837	0.819569283	4.75	32	0.079	38	2930	131	131
10008.636	1638809241874093187_sent_int_pegasus_80	0.8666666667	0.9033333333	0.537	0	0.85	0.9	3.727	that a friend had made for us a beautiful christmas design	input_phrase	184.3625488	0.8323243	4.364	41	0.062	48	2927	131	131
9641	1638809241874093187_sent_int_pegasus_85	0.93	0.985	0.611	0	0.94	0.985	3.273	father day is the last time we went to cafe pacific	output_paraphrases	110.028862	0.858147411	3.727	36	0.073	41	2489	133	133
9655.636	1638809241874093187_sent_int_pegasus_85	0.8316666667	0.8583333333	0.543	0	0.7583333333	0.88	3.182	father day was the last time we were at cafe pacific	output_paraphrases	104.8078537	0.822537071	3.818	35	0.071	42	2486	133	133
9641	1638809241874093187_sent_int_pegasus_85	0.93	0.985	0.611	0	0.94	0.985	3.273	father day is the last time we went to cafe pacific	output_paraphrases	110.028862	0.858147411	3.727	36	0.073	41	2489	134	134
9702	1638809241874093187_sent_int_pegasus_85	0.9366666667	0.975	0.564	0	0.9716666667	0.9766666667	3.25	the last time we went to cafe pacific it was father day	input_phrase	144.4815979	0.861707809	3.667	39	0.068	44	2489	134	134
9655.636	1638809241874093187_sent_int_pegasus_85	0.8316666667	0.8583333333	0.543	0	0.7583333333	0.88	3.182	father day was the last time we were at cafe pacific	output_paraphrases	104.8078537	0.822537071	3.818	35	0.071	42	2486	135	135
9702	1638809241874093187_sent_int_pegasus_85	0.9366666667	0.975	0.564	0	0.9716666667	0.9766666667	3.25	the last time we went to cafe pacific it was father day	input_phrase	144.4815979	0.861707809	3.667	39	0.068	44	2489	135	135
8744.8	1638809241874093187_sent_int_pegasus_93	1	1	0.778	0	1	1	3.6	they get grants and loans	output_paraphrases	305.6191101	0.803352994	4.2	18	0.143	21	1620	137	137
8406.2	1638809241874093187_sent_int_pegasus_93	0.6666666667	0.9916666667	0.75	0	0.8666666667	0.9666666667	4	they receive grants and loans	output_paraphrases	317.3683777	0.784117973	5	20	0.12	25	1615	137	137
9695.25	1638811802290682038_sent_int_pegasus_113	0.9166666667	0.96	0.69	0	0.9366666667	0.9683333333	3.625	there is no accountability for what they do	output_paraphrases	31.02204514	0.829866294	4.5	29	0.083	36	1217	141	141
8422.375	1638811802290682038_sent_int_pegasus_113	1	1	0.677	0	1	1	3.875	they dont have accountability for what they do	output_paraphrases	64.62781525	0.839297231	4.875	31	0.077	39	1214	141	141
9244	1638811802290682038_sent_int_pegasus_114	1	1	0.7	0	1	1	3.333	i used to have a thunderbird before this one	output_paraphrases	38.60775375	0.948052472	4	30	0.083	36	376	142	142
9334.9	1638811802290682038_sent_int_pegasus_114	1	1	0.594	0	1	1	3.2	the car i had before this one was a thunderbird	input_phrase	47.59482574	0.8581356	3.8	32	0.079	38	376	142	142
8877.143	1638811802290682038_sent_int_pegasus_12	0.6666666667	0.87	0.722	0	0.7583333333	0.8866666667	2.571	they were put to a rap rhythm	output_paraphrases	417.1674805	0.828387696	3.286	18	0.13	23	1779	147	147
9113.444	1638811802290682038_sent_int_pegasus_12	0.8666666667	0.95	0.652	0	0.9083333333	0.955	2.556	they were put to a rap type of rhythm	output_paraphrases	289.5705261	0.904804796	3.222	23	0.103	29	1773	147	147
6984.75	1638811802290682038_sent_int_pegasus_124	0.7233333333	0.9033333333	0.552	0	0.7716666667	0.91	3.625	nitrous oxides and ozone are in the paper	output_paraphrases	186.8820801	0.825922107	4.25	29	0.088	34	113	148	148
7159.667	1638811802290682038_sent_int_pegasus_124	0.7233333333	0.8933333333	0.528	0	0.7416666667	0.905	4	nitrous oxides and ozone are mentioned in the paper	output_paraphrases	117.6236801	0.856134147	4.778	36	0.07	43	107	148	148
9532.167	1638811802290682038_sent_int_pegasus_38	0.7866666667	0.8233333333	0.571	0	0.7516666667	0.8266666667	2.917	i guess also the fact that they say it not a deterrent	input_phrase	121.923851	0.880420881	3.583	35	0.07	43	1286	163	163
8404	1638811802290682038_sent_int_pegasus_38	0.785	0.6783333333	0.536	0	0.6883333333	0.7033333333	3.111	i think that they say it isnt a deterrent	output_paraphrases	102.7306595	0.86378185	3.667	28	0.091	33	1282	163	163
9547.3	1638811802290682038_sent_int_pegasus_44	0.9666666667	0.985	0.556	0	0.9666666667	0.985	3.6	i needed to have a transmission replaced in my car	output_paraphrases	89.66550446	0.876751708	4.1	36	0.073	41	1523	171	171
9514.222	1638811802290682038_sent_int_pegasus_44	1	1	0.636	0	1	1	3.667	the transmission in my car had to be replaced	output_paraphrases	30.40370178	0.862048902	4.111	33	0.081	37	1521	171	171
9981.083	1638811802290682038_sent_int_pegasus_63	1	0.9833333333	0.61	0	0.9733333333	0.9866666667	3.417	i was employed by this company before i had my first daughter	output_paraphrases	83.61846161	0.891367871	4.167	41	0.06	50	457	181	181
10204.455	1638811802290682038_sent_int_pegasus_63	1	0.9816666667	0.541	0	0.985	0.9816666667	3.364	i worked for this company before i had my first daughter	input_phrase	59.69673157	0.871586225	4.182	37	0.065	46	454	181	181
9535	1638811802290682038_sent_int_pegasus_75	0.835	0.915	0.553	0	0.88	0.9383333333	3.455	in the larger schools you get caught up in the bureaucracy	input_phrase	65.52043152	0.835800552	4.364	38	0.062	48	1185	187	187
9456.3	1638811802290682038_sent_int_pegasus_75	0.8883333333	0.8883333333	0.543	0	0.85	0.9116666667	3.5	you are caught up in the bureaucracy in larger schools	output_paraphrases	174.8112488	0.801865787	4.5	35	0.067	45	1192	187	187
9535	1638811802290682038_sent_int_pegasus_75	0.835	0.915	0.553	0	0.88	0.9383333333	3.455	in the larger schools you get caught up in the bureaucracy	input_phrase	65.52043152	0.835800552	4.364	38	0.062	48	1185	188	188
