mean_wordRank	placeholder1	KWORD	PhER	per_uniq_phonemes	Noise_ID	WER	ChER	mean_nPhonemes	Short Utterance	placeholder3	ppl	STOI	mean_nChars	ph_len	per_uniq_chars	total_nChars	placeholder2	paraphrase_pair_id	exact_paraphrase_pid
10207.75	12	1	1	0.577	0	1	1	3.25	do you get any kind of medical care	output_paraphrases	55.82216644	0.8644223906	3.5	26	0.107	28	286	18	18
10114.875	12	0.945	1	0.552	0	0.9583333333	1	3.625	do you get anything related to health care	output_paraphrases	89.10391998	0.8298922951	4.375	29	0.086	35	288	18	18
10289.571	16	1	1	0.81	0	1	1	3	do you work for a big company	output_paraphrases	27.92592049	0.8380268369	3.286	21	0.13	23	312	23	23
10293.545	16	1	0.9833333333	0.621	0	0.985	0.985	2.636	do you work for a big place or a small place	output_paraphrases	22.70053291	0.8362483453	3.091	29	0.088	34	315	23	23
10311.6	16	0.9583333333	0.975	0.692	0	0.9833333333	0.9716666667	2.6	do you work for a big or a little place	input_phrase	44.63186646	0.8469742133	3	26	0.1	30	312	24	24
10293.545	16	1	0.9833333333	0.621	0	0.985	0.985	2.636	do you work for a big place or a small place	output_paraphrases	22.70053291	0.8362483453	3.091	29	0.088	34	315	24	24
9984	1638807207592803212_sent_int_pegasus_1	1	0.985	0.606	0	0.95	0.985	3.3	a lot of education aid has gone to trade schools	input_phrase	102.8587875	0.873130919	3.9	33	0.077	39	1041	25	25
9977	1638807207592803212_sent_int_pegasus_1	0.9333333333	0.995	0.548	0	0.9266666667	0.995	3.444	a lot of education aid went to trade schools	output_paraphrases	168.8405609	0.89873764	4	31	0.083	36	1047	25	25
9977	1638807207592803212_sent_int_pegasus_1	0.9333333333	0.995	0.548	0	0.9266666667	0.995	3.444	a lot of education aid went to trade schools	output_paraphrases	168.8405609	0.89873764	4	31	0.083	36	1047	27	27
9837	1638807207592803212_sent_int_pegasus_1	0.9583333333	0.955	0.667	0	0.835	0.96	3.857	education aid has gone to trade schools	output_paraphrases	329.3690186	0.839138345	4.714	27	0.091	33	1041	27	27
10244.1	1638807207592803212_sent_int_pegasus_12	1	1	0.571	0	1	1	3.5	do you have a lot of activities with your children	output_paraphrases	47.47506714	0.828458021	4.1	35	0.073	41	199	31	31
10221.1	1638807207592803212_sent_int_pegasus_12	1	1	0.562	0	1	1	3.2	do you have a lot of activities with your kids	input_phrase	39.75053787	0.824240683	3.7	32	0.081	37	192	31	31
10244.1	1638807207592803212_sent_int_pegasus_12	1	1	0.571	0	1	1	3.5	do you have a lot of activities with your children	output_paraphrases	47.47506714	0.828458021	4.1	35	0.073	41	199	32	32
10228	1638807207592803212_sent_int_pegasus_12	1	1	0.621	0	1	1	2.9	do you have a lot of fun with your children	output_paraphrases	22.97509003	0.862367045	3.4	29	0.088	34	192	32	32
10221.1	1638807207592803212_sent_int_pegasus_12	1	1	0.562	0	1	1	3.2	do you have a lot of activities with your kids	input_phrase	39.75053787	0.824240683	3.7	32	0.081	37	192	33	33
10228	1638807207592803212_sent_int_pegasus_12	1	1	0.621	0	1	1	2.9	do you have a lot of fun with your children	output_paraphrases	22.97509003	0.862367045	3.4	29	0.088	34	192	33	33
10203.25	1638807207592803212_sent_int_pegasus_13	1	1	0.636	0	1	1	2.75	do you work long days or short days	output_paraphrases	52.84017563	0.814771645	3.5	22	0.107	28	370	36	36
10281.875	1638807207592803212_sent_int_pegasus_13	1	1	0.842	0	1	1	2.375	do you work more than half a day	output_paraphrases	35.24882126	0.834507921	3.125	19	0.12	25	368	36	36
9961.1	1638807207592803212_sent_int_pegasus_2	0.9166666667	1	0.72	0	0.9666666667	1	2.5	a lot of times i think it our own fault	input_phrase	51.16643906	0.853655057	3	25	0.1	30	2	37	37
9904.25	1638807207592803212_sent_int_pegasus_2	0.9716666667	0.9816666667	0.737	0	0.9383333333	0.9766666667	2.375	i think it is our fault a lot	output_paraphrases	77.69906616	0.822875552	2.75	19	0.136	22	2	37	37
9961.1	1638807207592803212_sent_int_pegasus_2	0.9166666667	1	0.72	0	0.9666666667	1	2.5	a lot of times i think it our own fault	input_phrase	51.16643906	0.853655057	3	25	0.1	30	2	38	38
9941	1638807207592803212_sent_int_pegasus_2	0.9716666667	1	0.762	0	0.9633333333	1	2.333	i think it is our own fault a lot	output_paraphrases	69.86360168	0.831858788	2.778	21	0.12	25	6	38	38
9904.25	1638807207592803212_sent_int_pegasus_2	0.9716666667	0.9816666667	0.737	0	0.9383333333	0.9766666667	2.375	i think it is our fault a lot	output_paraphrases	77.69906616	0.822875552	2.75	19	0.136	22	2	39	39
9941	1638807207592803212_sent_int_pegasus_2	0.9716666667	1	0.762	0	0.9633333333	1	2.333	i think it is our own fault a lot	output_paraphrases	69.86360168	0.831858788	2.778	21	0.12	25	6	39	39
9886.571	1638807207592803212_sent_int_pegasus_23	0.9666666667	0.9916666667	0.619	0	0.9766666667	0.9933333333	3	i called my dad to describe it	output_paraphrases	97.08721161	0.873891939	3.429	21	0.125	24	1384	40	40
9976.545	1638807207592803212_sent_int_pegasus_23	1	1	0.538	0	1	1	3.545	i called my father long distance just to describe the thing	input_phrase	245.9948273	0.853549193	4.455	39	0.061	49	1384	40	40
9886.571	1638807207592803212_sent_int_pegasus_23	0.9666666667	0.9916666667	0.619	0	0.9766666667	0.9933333333	3	i called my dad to describe it	output_paraphrases	97.08721161	0.873891939	3.429	21	0.125	24	1384	41	41
10032.875	1638807207592803212_sent_int_pegasus_23	1	1	0.76	0	1	1	3.125	i called my father to describe the thing	output_paraphrases	187.3191528	0.842896998	4.125	25	0.091	33	1379	41	41
7907.5	1638807207592803212_sent_int_pegasus_3	1	0.9716666667	0.517	0	0.9716666667	0.9733333333	4.833	some people had rabbits in apartments	output_paraphrases	609.9368286	0.858975062	5.333	29	0.094	32	83	45	45
8256	1638807207592803212_sent_int_pegasus_3	0.8333333333	0.8533333333	0.531	0	0.785	0.865	4.571	some people had rabbits in their apartments	output_paraphrases	173.6988983	0.856848715	5.286	32	0.081	37	82	45	45
9984.143	1638807207592803212_sent_int_pegasus_30	1	0.975	0.714	0	0.9533333333	0.9466666667	3	my uncle made a number of those	output_paraphrases	115.4700851	0.851235303	3.571	21	0.12	25	433	48	48
9948.5	1638807207592803212_sent_int_pegasus_30	1	1	0.684	0	1	1	3.167	my uncle made many of them	output_paraphrases	151.6078033	0.859134507	3.5	19	0.143	21	439	48	48
9983.778	1638807207592803212_sent_int_pegasus_31	1	0.9866666667	0.615	0	0.9816666667	0.985	2.889	i believe i would die before my truck did	output_paraphrases	179.5747986	0.917270237	3.667	26	0.091	33	944	49	49
9505.2	1638807207592803212_sent_int_pegasus_31	0.89	0.98	0.625	0	0.9666666667	0.985	3.2	i honestly think i would die before my truck would	input_phrase	148.5469055	0.839802665	4.1	32	0.073	41	944	49	49
9983.778	1638807207592803212_sent_int_pegasus_31	1	0.9866666667	0.615	0	0.9816666667	0.985	2.889	i believe i would die before my truck did	output_paraphrases	179.5747986	0.917270237	3.667	26	0.091	33	944	50	50
10001	1638807207592803212_sent_int_pegasus_31	1	0.9866666667	0.64	0	0.9816666667	0.985	2.778	i think i would die before my truck does	output_paraphrases	127.9154358	0.865164079	3.556	25	0.094	32	945	50	50
9505.2	1638807207592803212_sent_int_pegasus_31	0.89	0.98	0.625	0	0.9666666667	0.985	3.2	i honestly think i would die before my truck would	input_phrase	148.5469055	0.839802665	4.1	32	0.073	41	944	51	51
10001	1638807207592803212_sent_int_pegasus_31	1	0.9866666667	0.64	0	0.9816666667	0.985	2.778	i think i would die before my truck does	output_paraphrases	127.9154358	0.865164079	3.556	25	0.094	32	945	51	51
8572.182	1638807207592803212_sent_int_pegasus_38	0.8616666667	0.9	0.545	0	0.835	0.915	3	i tell you the sit ups and push ups are excellent	input_phrase	81.05545044	0.872144712	3.545	33	0.077	39	761	52	52
7568.857	1638807207592803212_sent_int_pegasus_38	0.8883333333	1	0.56	0	0.905	1	3.571	push ups and sit ups are excellent	output_paraphrases	65.28239441	0.878606257	4	25	0.107	28	761	52	52
8572.182	1638807207592803212_sent_int_pegasus_38	0.8616666667	0.9	0.545	0	0.835	0.915	3	i tell you the sit ups and push ups are excellent	input_phrase	81.05545044	0.872144712	3.545	33	0.077	39	761	53	53
8201.125	1638807207592803212_sent_int_pegasus_38	0.8883333333	1	0.609	0	0.9166666667	1	2.875	the sit ups and push ups are great	output_paraphrases	38.08076096	0.900092582	3.375	23	0.111	27	766	53	53
7568.857	1638807207592803212_sent_int_pegasus_38	0.8883333333	1	0.56	0	0.905	1	3.571	push ups and sit ups are excellent	output_paraphrases	65.28239441	0.878606257	4	25	0.107	28	761	54	54
8201.125	1638807207592803212_sent_int_pegasus_38	0.8883333333	1	0.609	0	0.9166666667	1	2.875	the sit ups and push ups are great	output_paraphrases	38.08076096	0.900092582	3.375	23	0.111	27	766	54	54
10268.2	1638807207592803212_sent_int_pegasus_4	0.9583333333	0.95	0.533	0	0.9333333333	0.95	3	and do the job because the kids really need it	input_phrase	69.61592865	0.786461796	3.7	30	0.081	37	537	55	55
10260.875	1638807207592803212_sent_int_pegasus_4	0.875	0.975	0.75	0	0.9383333333	0.9783333333	2.5	the kids need it so do the job	output_paraphrases	180.4714966	0.77890511	2.875	20	0.13	23	538	55	55
9156.3	1638807207592803212_sent_int_pegasus_5	0.9	0.95	0.472	0	0.9	0.9316666667	3.6	and kind of had a whole conducive atmosphere to it	input_phrase	255.0586243	0.836234697	4.1	36	0.073	41	778	58	58
9014.143	1638807207592803212_sent_int_pegasus_5	0.9166666667	0.9716666667	0.722	0	0.9033333333	0.9833333333	2.571	it kind of had a good vibe	output_paraphrases	52.09425354	0.841484899	2.857	18	0.15	20	771	58	58
9014.143	1638807207592803212_sent_int_pegasus_5	0.9166666667	0.9716666667	0.722	0	0.9033333333	0.9833333333	2.571	it kind of had a good vibe	output_paraphrases	52.09425354	0.841484899	2.857	18	0.15	20	771	60	60
9945.571	1638807207592803212_sent_int_pegasus_5	1	1	0.667	0	1	1	3.429	it kind of had a great atmosphere	output_paraphrases	53.40643692	0.928750734	3.857	24	0.111	27	778	60	60
10104.75	1638807207592803212_sent_int_pegasus_56	0.945	0.985	0.87	0	0.98	0.9783333333	2.875	it could have spread all over the town	output_paraphrases	71.15679932	0.859592787	3.875	23	0.097	31	847	61	61
10109.1	1638807207592803212_sent_int_pegasus_56	1	0.96	0.724	0	0.95	0.9516666667	2.9	it may have even spread all over the whole town	input_phrase	56.09326172	0.861819811	3.8	29	0.079	38	838	61	61
10104.75	1638807207592803212_sent_int_pegasus_56	0.945	0.985	0.87	0	0.98	0.9783333333	2.875	it could have spread all over the town	output_paraphrases	71.15679932	0.859592787	3.875	23	0.097	31	847	62	62
10005.125	1638807207592803212_sent_int_pegasus_56	1	1	0.792	0	1	1	3	it may have spread to the entire town	output_paraphrases	64.20859528	0.871367692	3.75	24	0.1	30	838	62	62
10109.1	1638807207592803212_sent_int_pegasus_56	1	0.96	0.724	0	0.95	0.9516666667	2.9	it may have even spread all over the whole town	input_phrase	56.09326172	0.861819811	3.8	29	0.079	38	838	63	63
10005.125	1638807207592803212_sent_int_pegasus_56	1	1	0.792	0	1	1	3	it may have spread to the entire town	output_paraphrases	64.20859528	0.871367692	3.75	24	0.1	30	838	63	63
9393	1638807207592803212_sent_int_pegasus_67	0.9716666667	0.94	0.491	0	0.9166666667	0.9333333333	3.929	it probably doesnt happen every morning but it happens about two days a week	output_paraphrases	31.81783485	0.858493616	4.5	55	0.048	63	720	65	65
9519.091	1638807207592803212_sent_int_pegasus_67	1	0.9683333333	0.581	0	0.88	0.92	3.909	not every morning it probably averages about two days a week	input_phrase	151.5006409	0.813480227	4.545	43	0.06	50	720	65	65
10125.556	1638807207592803212_sent_int_pegasus_74	1	0.9466666667	0.692	0	0.9266666667	0.96	2.889	it will be crazy that time of year here	output_paraphrases	68.71018982	0.80855276	3.444	26	0.097	31	136	67	67
10147.5	1638807207592803212_sent_int_pegasus_74	1	0.95	0.667	0	0.9333333333	0.9483333333	3	that going to be crazy that time of year here	input_phrase	69.53530884	0.833144847	3.6	30	0.083	36	139	67	67
10125.556	1638807207592803212_sent_int_pegasus_74	1	0.9466666667	0.692	0	0.9266666667	0.96	2.889	it will be crazy that time of year here	output_paraphrases	68.71018982	0.80855276	3.444	26	0.097	31	136	68	68
10067.143	1638807207592803212_sent_int_pegasus_74	1	0.9833333333	0.81	0	0.9766666667	0.9866666667	3	that time of year will be crazy	output_paraphrases	44.98111343	0.823812103	3.571	21	0.12	25	139	68	68
10147.5	1638807207592803212_sent_int_pegasus_74	1	0.95	0.667	0	0.9333333333	0.9483333333	3	that going to be crazy that time of year here	input_phrase	69.53530884	0.833144847	3.6	30	0.083	36	139	69	69
10067.143	1638807207592803212_sent_int_pegasus_74	1	0.9833333333	0.81	0	0.9766666667	0.9866666667	3	that time of year will be crazy	output_paraphrases	44.98111343	0.823812103	3.571	21	0.12	25	139	69	69
9403.75	1638807207592803212_sent_int_pegasus_78	0.945	0.88	0.513	0	0.875	0.9083333333	3.25	that what it all boils down to in the end usually anyway	input_phrase	51.73392868	0.813386652	3.75	39	0.067	45	812	72	72
10030.1	1638807207592803212_sent_int_pegasus_78	1	0.9883333333	0.667	0	0.9833333333	1	2.7	thats what it all comes down to in the end	output_paraphrases	20.20244789	0.852021402	3.3	27	0.091	33	809	72	72
9896.5	1638807207592803212_sent_int_pegasus_79	1	1	0.739	0	1	1	2.875	it would be fun to get them trained	output_paraphrases	55.18413162	0.872192525	3.5	23	0.107	28	88	73	73
9971.571	1638807207592803212_sent_int_pegasus_79	0.9583333333	0.9916666667	0.842	0	0.9766666667	0.9933333333	2.714	it would be fun to train them	output_paraphrases	45.05976868	0.889352432	3.286	19	0.13	23	87	73	73
9896.5	1638807207592803212_sent_int_pegasus_79	1	1	0.739	0	1	1	2.875	it would be fun to get them trained	output_paraphrases	55.18413162	0.872192525	3.5	23	0.107	28	88	74	74
9980.8	1638807207592803212_sent_int_pegasus_79	1	1	0.69	0	1	1	2.9	that would be fun if you could get them trained	input_phrase	42.16803741	0.879495861	3.8	29	0.079	38	87	74	74
9971.571	1638807207592803212_sent_int_pegasus_79	0.9583333333	0.9916666667	0.842	0	0.9766666667	0.9933333333	2.714	it would be fun to train them	output_paraphrases	45.05976868	0.889352432	3.286	19	0.13	23	87	75	75
9980.8	1638807207592803212_sent_int_pegasus_79	1	1	0.69	0	1	1	2.9	that would be fun if you could get them trained	input_phrase	42.16803741	0.879495861	3.8	29	0.079	38	87	75	75
10076.667	1638807207592803212_sent_int_pegasus_80	1	1	0.529	0	1	1	2.833	the minimum they want you to do is three times a week	input_phrase	27.45655441	0.808968838	3.5	34	0.071	42	1215	76	76
10279.182	1638807207592803212_sent_int_pegasus_80	1	0.9833333333	0.69	0	0.94	0.9716666667	2.636	they want you to do at least three times a week	output_paraphrases	18.85769081	0.83294491	3.364	29	0.081	37	1211	76	76
10076.667	1638807207592803212_sent_int_pegasus_80	1	1	0.529	0	1	1	2.833	the minimum they want you to do is three times a week	input_phrase	27.45655441	0.808968838	3.5	34	0.071	42	1215	77	77
10290.625	1638807207592803212_sent_int_pegasus_80	1	1	0.8	0	0.96	0.9366666667	2.5	you have to do three times a week	output_paraphrases	27.19400024	0.818869927	3.25	20	0.115	26	1215	77	77
10279.182	1638807207592803212_sent_int_pegasus_80	1	0.9833333333	0.69	0	0.94	0.9716666667	2.636	they want you to do at least three times a week	output_paraphrases	18.85769081	0.83294491	3.364	29	0.081	37	1211	78	78
10290.625	1638807207592803212_sent_int_pegasus_80	1	1	0.8	0	0.96	0.9366666667	2.5	you have to do three times a week	output_paraphrases	27.19400024	0.818869927	3.25	20	0.115	26	1215	78	78
9707	1638807207592803212_sent_int_pegasus_90	0.7666666667	0.8416666667	0.571	0	0.8066666667	0.8516666667	3.5	they supposed to be coming out with all these desert storm movies	input_phrase	96.64836121	0.818047413	4.5	42	0.056	54	631	79	79
9544.6	1638807207592803212_sent_int_pegasus_90	1	0.985	0.618	0	0.9833333333	0.9883333333	3.4	they were going to release all the desert storm movies	output_paraphrases	97.19499969	0.758474615	4.5	34	0.067	45	631	79	79
9707	1638807207592803212_sent_int_pegasus_90	0.7666666667	0.8416666667	0.571	0	0.8066666667	0.8516666667	3.5	they supposed to be coming out with all these desert storm movies	input_phrase	96.64836121	0.818047413	4.5	42	0.056	54	631	80	80
9019.455	1638807207592803212_sent_int_pegasus_90	0.9666666667	0.9766666667	0.537	0	0.94	0.9866666667	3.727	they were supposed to be releasing all these desert storm movies	output_paraphrases	137.6983032	0.77197715	4.909	41	0.056	54	627	80	80
9544.6	1638807207592803212_sent_int_pegasus_90	1	0.985	0.618	0	0.9833333333	0.9883333333	3.4	they were going to release all the desert storm movies	output_paraphrases	97.19499969	0.758474615	4.5	34	0.067	45	631	81	81
9019.455	1638807207592803212_sent_int_pegasus_90	0.9666666667	0.9766666667	0.537	0	0.94	0.9866666667	3.727	they were supposed to be releasing all these desert storm movies	output_paraphrases	137.6983032	0.77197715	4.909	41	0.056	54	627	81	81
10322.143	1638807207592803212_sent_int_pegasus_95	1	1	0.722	0	0.9766666667	1	2.571	i want to get in the water	output_paraphrases	39.05108643	0.805315577	2.857	18	0.15	20	1404	82	82
10304.125	1638807207592803212_sent_int_pegasus_95	1	1	0.8	0	1	1	2.5	i would love to get in the water	output_paraphrases	34.63664246	0.826776655	3.125	20	0.12	25	1402	82	82
10202.833	1638809241874093187_sent_int_pegasus_101	1	1	0.778	0	0.9716666667	1	3	is it small enough to hold	output_paraphrases	81.13015747	0.798038488	3.5	18	0.143	21	2912	85	85
10259.2	1638809241874093187_sent_int_pegasus_101	0.9666666667	0.99	0.71	0	0.9666666667	0.9916666667	3.1	was it small enough that you could just hold it	input_phrase	34.84699631	0.811870098	3.8	31	0.079	38	2906	85	85
10202.833	1638809241874093187_sent_int_pegasus_101	1	1	0.778	0	0.9716666667	1	3	is it small enough to hold	output_paraphrases	81.13015747	0.798038488	3.5	18	0.143	21	2912	86	86
10238.286	1638809241874093187_sent_int_pegasus_101	1	1	0.857	0	1	1	3	was it small enough to be held	output_paraphrases	73.54916382	0.786903532	3.429	21	0.125	24	2906	86	86
10259.2	1638809241874093187_sent_int_pegasus_101	0.9666666667	0.99	0.71	0	0.9666666667	0.9916666667	3.1	was it small enough that you could just hold it	input_phrase	34.84699631	0.811870098	3.8	31	0.079	38	2906	87	87
10238.286	1638809241874093187_sent_int_pegasus_101	1	1	0.857	0	1	1	3	was it small enough to be held	output_paraphrases	73.54916382	0.786903532	3.429	21	0.125	24	2906	87	87
9797.818	1638809241874093187_sent_int_pegasus_102	0.725	1	0.594	0	0.925	1	2.909	we been sort of opera fans for a few years now	input_phrase	82.26721191	0.819938612	3.273	32	0.083	36	2970	88	88
9802.3	1638809241874093187_sent_int_pegasus_102	1	1	0.714	0	1	1	2.8	we have been fans of opera for a long time	output_paraphrases	65.91429901	0.828033889	3.3	28	0.091	33	2971	88	88
9797.818	1638809241874093187_sent_int_pegasus_102	0.725	1	0.594	0	0.925	1	2.909	we been sort of opera fans for a few years now	input_phrase	82.26721191	0.819938612	3.273	32	0.083	36	2970	89	89
9863.375	1638809241874093187_sent_int_pegasus_102	0.7233333333	0.955	0.773	0	0.8966666667	0.955	2.75	we like opera for a few years now	output_paraphrases	77.50325012	0.794458982	3.25	22	0.115	26	2970	89	89
9802.3	1638809241874093187_sent_int_pegasus_102	1	1	0.714	0	1	1	2.8	we have been fans of opera for a long time	output_paraphrases	65.91429901	0.828033889	3.3	28	0.091	33	2971	90	90
9863.375	1638809241874093187_sent_int_pegasus_102	0.7233333333	0.955	0.773	0	0.8966666667	0.955	2.75	we like opera for a few years now	output_paraphrases	77.50325012	0.794458982	3.25	22	0.115	26	2970	90	90
9069.6	1638809241874093187_sent_int_pegasus_106	0.6666666667	0.9433333333	0.538	0	0.8	0.9683333333	3.9	we are looking forward to one in october at disneyworld	output_paraphrases	55.00475311	0.803227696	4.6	39	0.065	46	2543	91	91
9100.909	1638809241874093187_sent_int_pegasus_106	0.6	0.8083333333	0.435	0	0.7133333333	0.8166666667	4.182	we looking forward to one in october to disneyworld in florida	input_phrase	50.65942764	0.829969039	4.727	46	0.058	52	2543	91	91
9069.6	1638809241874093187_sent_int_pegasus_106	0.6666666667	0.9433333333	0.538	0	0.8	0.9683333333	3.9	we are looking forward to one in october at disneyworld	output_paraphrases	55.00475311	0.803227696	4.6	39	0.065	46	2543	92	92
9064.5	1638809241874093187_sent_int_pegasus_106	0.8866666667	1	0.513	0	0.9333333333	1	3.9	we will be going to disneyworld in florida in october	output_paraphrases	17.28926468	0.836030207	4.4	39	0.068	44	2542	92	92
9100.909	1638809241874093187_sent_int_pegasus_106	0.6	0.8083333333	0.435	0	0.7133333333	0.8166666667	4.182	we looking forward to one in october to disneyworld in florida	input_phrase	50.65942764	0.829969039	4.727	46	0.058	52	2543	93	93
9064.5	1638809241874093187_sent_int_pegasus_106	0.8866666667	1	0.513	0	0.9333333333	1	3.9	we will be going to disneyworld in florida in october	output_paraphrases	17.28926468	0.836030207	4.4	39	0.068	44	2542	93	93
8763	1638809241874093187_sent_int_pegasus_112	1	0.97	0.485	0	0.9633333333	0.9633333333	3.667	coupons are sent out when a new restaurant opens	output_paraphrases	64.47738647	0.850413954	4.444	33	0.075	40	1795	94	94
7964	1638809241874093187_sent_int_pegasus_112	1	0.9466666667	0.645	0	0.9433333333	0.975	5.167	new restaurants usually send out coupons	output_paraphrases	571.873291	0.848769639	5.833	31	0.086	35	1791	94	94
8763	1638809241874093187_sent_int_pegasus_112	1	0.97	0.485	0	0.9633333333	0.9633333333	3.667	coupons are sent out when a new restaurant opens	output_paraphrases	64.47738647	0.850413954	4.444	33	0.075	40	1795	95	95
8957.182	1638809241874093187_sent_int_pegasus_112	0.9583333333	0.985	0.535	0	0.955	0.9866666667	3.909	when a new restaurant opens up they usually send out coupons	input_phrase	73.84104156	0.844425202	4.545	43	0.06	50	1795	95	95
7964	1638809241874093187_sent_int_pegasus_112	1	0.9466666667	0.645	0	0.9433333333	0.975	5.167	new restaurants usually send out coupons	output_paraphrases	571.873291	0.848769639	5.833	31	0.086	35	1791	96	96
8957.182	1638809241874093187_sent_int_pegasus_112	0.9583333333	0.985	0.535	0	0.955	0.9866666667	3.909	when a new restaurant opens up they usually send out coupons	input_phrase	73.84104156	0.844425202	4.545	43	0.06	50	1795	96	96
10311.875	1638809241874093187_sent_int_pegasus_113	1	1	0.889	0	1	1	2.25	i had it when i was your age	output_paraphrases	31.68367195	0.832001514	2.625	18	0.143	21	1579	97	97
10294	1638809241874093187_sent_int_pegasus_113	1	1	0.929	0	1	1	2.333	i had this at your age	output_paraphrases	147.9190979	0.854202057	2.833	14	0.176	17	1575	97	97
9823.545	1638809241874093187_sent_int_pegasus_16	1	0.8816666667	0.526	0	0.715	0.6333333333	3.455	every month i add two hundred and twenty dollars to it	input_phrase	81.09012604	0.858230597	4	38	0.068	44	2042	103	103
9838.091	1638809241874093187_sent_int_pegasus_16	1	0.8933333333	0.543	0	0.775	0.71	3.182	i add two hundred and twenty dollars a month to it	output_paraphrases	61.35173035	0.885261145	3.636	35	0.075	40	2050	103	103
9823.545	1638809241874093187_sent_int_pegasus_16	1	0.8816666667	0.526	0	0.715	0.6333333333	3.455	every month i add two hundred and twenty dollars to it	input_phrase	81.09012604	0.858230597	4	38	0.068	44	2042	104	104
9700	1638809241874093187_sent_int_pegasus_16	0.75	0.8466666667	0.559	0	0.4433333333	0.475	3.778	i add two hundred and twenty dollars every month	output_paraphrases	101.0758667	0.86438515	4.444	34	0.075	40	2042	104	104
9838.091	1638809241874093187_sent_int_pegasus_16	1	0.8933333333	0.543	0	0.775	0.71	3.182	i add two hundred and twenty dollars a month to it	output_paraphrases	61.35173035	0.885261145	3.636	35	0.075	40	2050	105	105
