filename.1	Short Utterance	challengelevel	Response
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_805.wav	the first three days i was glued to the television	ne_0	The first three days I was glued to the television
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_805.wav	the first three days i was glued to the television	ne_0	the first three days i was glued to the television
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_805.wav	the first three days i was glued to the television	ne_0	The first three days I was glued to the television.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_805.wav	the first three days i was glued to the television	ne_0	The first three days I was glued to the television.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_805.wav	the first three days i was glued to the television	ne_0	the first 3 days i was glued to the television
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_341.wav	do you work for a big or a little place	ne_0	do you work for a big or a little xxxxx
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_341.wav	do you work for a big or a little place	ne_0	Do you work for a big or a little place
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_341.wav	do you work for a big or a little place	ne_0	do you work for a big or a little place
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_341.wav	do you work for a big or a little place	ne_0	Do you work for a big or a little place?
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_341.wav	do you work for a big or a little place	ne_0	Do you work for a big or a little place?
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_341.wav	do you work for a big or a little place	ne_0	do you work for a big or a little place
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_717.wav	i do like going to see them in the theaters	ne_0	i do like going to see them in the theatres
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_717.wav	i do like going to see them in the theaters	ne_0	I do like going to see them in the theatres
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_717.wav	i do like going to see them in the theaters	ne_0	i do like going to see them in the theatres
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_717.wav	i do like going to see them in the theaters	ne_0	I do like going to see them in the theatres.
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_717.wav	i do like going to see them in the theaters	ne_0	I do like going to see them in the theatres.
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_717.wav	i do like going to see them in the theaters	ne_0	i do like going to see them in the theaters
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_929.wav	i have a seven year old and a three year old	ne_0	i have a seven year old and a three year old
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_929.wav	i have a seven year old and a three year old	ne_0	I have a seven year old and a three year old
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_929.wav	i have a seven year old and a three year old	ne_0	i have a 7 year old and a 3 year old
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_929.wav	i have a seven year old and a three year old	ne_0	I have a seven-year-old and a three-year-old.
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_929.wav	i have a seven year old and a three year old	ne_0	I have a seven-year-old and a three-year-old.
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_929.wav	i have a seven year old and a three year old	ne_0	i have a 7 year old and a 3 year old
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1249.wav	we seen that movie probably six times in the last six months	ne_0	we've seen the movie probably 6 times in the last 6 months
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1249.wav	we seen that movie probably six times in the last six months	ne_0	We've seen the movie probably six times in the last six months
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1249.wav	we seen that movie probably six times in the last six months	ne_0	we've seen the newbie probably 6 times in the last 6 months
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1249.wav	we seen that movie probably six times in the last six months	ne_0	we've seen the movie probably six times in the last six months.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1249.wav	we seen that movie probably six times in the last six months	ne_0	We seen that movie probably six times in the last six months.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1249.wav	we seen that movie probably six times in the last six months	ne_0	we've seen the movie probably 6 times in the last 6 months
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1162.wav	this is where i start having my problems with my company	ne_0	this is where i start having my problems with my company
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1162.wav	this is where i start having my problems with my company	ne_0	this is where I start having problems with my company
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1162.wav	this is where i start having my problems with my company	ne_0	this is where i start having my problems with my company
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1162.wav	this is where i start having my problems with my company	ne_0	This is where I start having my problems with my company.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1162.wav	this is where i start having my problems with my company	ne_0	This is where I start having my problems with my company.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1162.wav	this is where i start having my problems with my company	ne_0	this is where i start having my problems with my company
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_504.wav	physical or mental that they could take care of themselves	ne_0	physical or mental but they can take care of themselves
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_504.wav	physical or mental that they could take care of themselves	ne_0	physical or mental that they could take care of themselves
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_504.wav	physical or mental that they could take care of themselves	ne_0	physical or mental but they could take care of themselves
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_504.wav	physical or mental that they could take care of themselves	ne_0	Physical or mental, but they could take care of themselves.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_504.wav	physical or mental that they could take care of themselves	ne_0	Physical or mental but they could take care of themselves.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_504.wav	physical or mental that they could take care of themselves	ne_0	physical or mental but they could take care of themselves
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_308.wav	do you get any kind of health care type stuff	ne_0	do you get any type of healthcare type stuff
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_308.wav	do you get any kind of health care type stuff	ne_0	Do you get any type of healthcare type stuff
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_308.wav	do you get any kind of health care type stuff	ne_0	do you get any kind of healthcare type stuff
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_308.wav	do you get any kind of health care type stuff	ne_0	Do you get any kind of healthcare-type stuff?
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_308.wav	do you get any kind of health care type stuff	ne_0	Do you get any kind of healthcare-type stuff?
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_308.wav	do you get any kind of health care type stuff	ne_0	do you get any help care type stuff
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_569.wav	she ended up being in a different home every year	ne_0	she ended up being in a different home every year
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_569.wav	she ended up being in a different home every year	ne_0	she ended up being in a different home every year
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_569.wav	she ended up being in a different home every year	ne_0	she ended up being in a different home every year
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_569.wav	she ended up being in a different home every year	ne_0	She ended up being in a different home every year.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_569.wav	she ended up being in a different home every year	ne_0	She ended up being in a different home every year.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_569.wav	she ended up being in a different home every year	ne_0	she ended up being in a different home every year
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_114.wav	and try to fill our day with things like that	ne_0	im trying to fill our day with things like that
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_114.wav	and try to fill our day with things like that	ne_0	and try to fill our day with things like that
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_114.wav	and try to fill our day with things like that	ne_0	and tried to fill our day with things like that
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_114.wav	and try to fill our day with things like that	ne_0	and try to fill our day with things like that.
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_114.wav	and try to fill our day with things like that	ne_0	And try to fill our day with things like that.
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_114.wav	and try to fill our day with things like that	ne_0	im trying to fill our day with things like that
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1141.wav	this is the first year we done it this way	ne_0	this is the first year we've done it this way
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1141.wav	this is the first year we done it this way	ne_0	This is the first year we done it this way
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1141.wav	this is the first year we done it this way	ne_0	this is the first year we've done it this way
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1141.wav	this is the first year we done it this way	ne_0	This is the first year we done it this way.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1141.wav	this is the first year we done it this way	ne_0	This is the first year we done it this way.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1141.wav	this is the first year we done it this way	ne_0	this is the first year we done it this way
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_93.wav	and then paid for the expenses out of that envelope	ne_0	and paid for those expenses out of that envelope
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_93.wav	and then paid for the expenses out of that envelope	ne_0	and then paid for the expenses out of that envelope
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_93.wav	and then paid for the expenses out of that envelope	ne_0	and then paid for the expenses out of that envelope
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_93.wav	and then paid for the expenses out of that envelope	ne_0	and then paid for the expenses out of that envelope.
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_93.wav	and then paid for the expenses out of that envelope	ne_0	And then paid for the expenses out of that envelope.
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_93.wav	and then paid for the expenses out of that envelope	ne_0	and then paid for the expenses out of that envelope
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1228.wav	we could talk about some of the long range goals	ne_0	we could talk about some of the long range goals
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1228.wav	we could talk about some of the long range goals	ne_0	We could talk about some of the long range goals
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1228.wav	we could talk about some of the long range goals	ne_0	we could talk about some of the long range goals
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1228.wav	we could talk about some of the long range goals	ne_0	We could talk about some of the long-range goals.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1228.wav	we could talk about some of the long range goals	ne_0	We could talk about some of the long-range goals.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1228.wav	we could talk about some of the long range goals	ne_0	we could take about some of the long range goals
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1385.wav	you feel squeezed in the middle of having both generations	ne_0	you feel squeezed in the middle of having both generations
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1385.wav	you feel squeezed in the middle of having both generations	ne_0	you feel squeezed in the middle of having both generations
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1385.wav	you feel squeezed in the middle of having both generations	ne_0	you feel squeezed in the middle of having both generations
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1385.wav	you feel squeezed in the middle of having both generations	ne_0	you feel squeezed in the middle of having both generations
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1385.wav	you feel squeezed in the middle of having both generations	ne_0	You feel squeezed in the middle of having both generations.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1385.wav	you feel squeezed in the middle of having both generations	ne_0	you feel squeezed in the middle of having both generations
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_330.wav	do you want to hear about my other animals i had	ne_0	do you want to hear about the other animals i had
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_330.wav	do you want to hear about my other animals i had	ne_0	Do you want to hear about my other animals I had
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_330.wav	do you want to hear about my other animals i had	ne_0	do you want to hear about my other animals i had
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_330.wav	do you want to hear about my other animals i had	ne_0	Do you want to hear about my other animals I had?
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_330.wav	do you want to hear about my other animals i had	ne_0	Do you want to hear about my other animals I had?
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_330.wav	do you want to hear about my other animals i had	ne_0	do you want to hear about my other animals i had
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1406.wav	you going to get ten or fifteen bucks for it	ne_0	your going to get 10 or 15 months for it
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1406.wav	you going to get ten or fifteen bucks for it	ne_0	you going to get 10 or 15 bucks for it
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1406.wav	you going to get ten or fifteen bucks for it	ne_0	you're going to get 10 or 15 bucks for it
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1406.wav	you going to get ten or fifteen bucks for it	ne_0	you going to get ten or fifteen bucks for it.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1406.wav	you going to get ten or fifteen bucks for it	ne_0	Are you going to get ten or fifteen bucks for it?
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_1406.wav	you going to get ten or fifteen bucks for it	ne_0	you're going to get 10 or 15 bucks for it
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_845.wav	the place i work at is expensive	ne_1	the place i work is inexpensive
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_845.wav	the place i work at is expensive	ne_1	the place I work it is expensive
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_845.wav	the place i work at is expensive	ne_1	the place i work it is expensive
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_845.wav	the place i work at is expensive	ne_1	the place I work - it is expensive.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_845.wav	the place i work at is expensive	ne_1	The place I work at is expensive.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_845.wav	the place i work at is expensive	ne_1	the place i work it is expensive
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1020.wav	i like to shop in other places	ne_1	i like to shop in other places
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1020.wav	i like to shop in other places	ne_1	I like to shop in other places
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1020.wav	i like to shop in other places	ne_1	i like to shop in other places
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1020.wav	i like to shop in other places	ne_1	I like to shop in other places.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1020.wav	i like to shop in other places	ne_1	I like to shop in other placec.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1020.wav	i like to shop in other places	ne_1	i like to shop in other places
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_542.wav	i kept a lot of money in my account	ne_1	i had a lot of money in my account
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_542.wav	i kept a lot of money in my account	ne_1	I kept a lot of money in my account
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_542.wav	i kept a lot of money in my account	ne_1	i kept a lot of money in my account
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_542.wav	i kept a lot of money in my account	ne_1	I kept a lot of money in my account.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_542.wav	i kept a lot of money in my account	ne_1	I kept a lot of money in my account.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_542.wav	i kept a lot of money in my account	ne_1	i kept a lot of money in my account
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_428.wav	for the companies that have a presence there	ne_1	for the company that has a presence there
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_428.wav	for the companies that have a presence there	ne_1	for the companies that have a presence there
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_428.wav	for the companies that have a presence there	ne_1	for the companies that have a presence there
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_428.wav	for the companies that have a presence there	ne_1	for the companies that have a presence there.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_428.wav	for the companies that have a presence there	ne_1	The companies that have a presence there.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_428.wav	for the companies that have a presence there	ne_1	for the companies that have a presence there
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1137.wav	this needs to be in the schools	ne_1	this needs to be in the school
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1137.wav	this needs to be in the schools	ne_1	this needs to be in the school
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1137.wav	this needs to be in the schools	ne_1	this needs to be in the school
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1137.wav	this needs to be in the schools	ne_1	This needs to be in the school.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1137.wav	this needs to be in the schools	ne_1	This needs to be in the XXX.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1137.wav	this needs to be in the schools	ne_1	this needs to be in the store
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1029.wav	if they get caught they get the chair	ne_1	if they get caught they get the chair
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1029.wav	if they get caught they get the chair	ne_1	if they get caught they get the chair
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1029.wav	if they get caught they get the chair	ne_1	if they get caught they get the chair
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1029.wav	if they get caught they get the chair	ne_1	If they get caught, they get the chair.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1029.wav	if they get caught they get the chair	ne_1	If they get caught, they get the chair.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1029.wav	if they get caught they get the chair	ne_1	if they get caught they get the chair
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_876.wav	one thing i found interesting	ne_1	one thing i've found interesting
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_876.wav	one thing i found interesting	ne_1	One thing I found interesting
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_876.wav	one thing i found interesting	ne_1	one thing i found interesting
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_876.wav	one thing i found interesting	ne_1	One thing I found interesting
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_876.wav	one thing i found interesting	ne_1	One thing I found interesting.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_876.wav	one thing i found interesting	ne_1	one thing i found interesting
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_981.wav	i wish you a good weekend	ne_1	i wish you a good weekend
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_981.wav	i wish you a good weekend	ne_1	I wish you a good weekend
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_981.wav	i wish you a good weekend	ne_1	i wish you a good weekend
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_981.wav	i wish you a good weekend	ne_1	I wish you a good weekend.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_981.wav	i wish you a good weekend	ne_1	I wish you a good weekend.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_981.wav	i wish you a good weekend	ne_1	i wish this week would end
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_796.wav	i have a lot of children and i am in worse shape	ne_1	i have a lot of children and i am in xxxxx
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_796.wav	i have a lot of children and i am in worse shape	ne_1	I have a lot of children and I am in worse shape
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_796.wav	i have a lot of children and i am in worse shape	ne_1	i have a lot of children and i am in worse shape
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_796.wav	i have a lot of children and i am in worse shape	ne_1	I have a lot of children and I am in worse shape.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_796.wav	i have a lot of children and i am in worse shape	ne_1	I have a lot of children that I am in worse shape.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_796.wav	i have a lot of children and i am in worse shape	ne_1	i have a lot of children and i am in worse shape
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1447.wav	your golf is the best i have ever seen	ne_1	xxxxx is the best i've ever seen
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1447.wav	your golf is the best i have ever seen	ne_1	Your golf is the best I have ever seen
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1447.wav	your golf is the best i have ever seen	ne_1	your golf is the best i have ever seen
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1447.wav	your golf is the best i have ever seen	ne_1	Your xxx is the best I have ever seen.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1447.wav	your golf is the best i have ever seen	ne_1	Your golf is the best type I've ever seen.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1447.wav	your golf is the best i have ever seen	ne_1	your goal is the best i have ever seen
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1271.wav	the four door is probably the most important	ne_1	the four door is probably the most important
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1271.wav	the four door is probably the most important	ne_1	The four door is probably the most important
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1271.wav	the four door is probably the most important	ne_1	XXX door is probably the most important
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1271.wav	the four door is probably the most important	ne_1	The fore door is probably the most important.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1271.wav	the four door is probably the most important	ne_1	The four door is probably the most important.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1271.wav	the four door is probably the most important	ne_1	before dawn is probably the most important
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_269.wav	every dollar i make goes to the government	ne_1	every dollar i make goes to the government
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_269.wav	every dollar i make goes to the government	ne_1	Every dollar I make goes to the government
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_269.wav	every dollar i make goes to the government	ne_1	every dollar i make goes to the government
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_269.wav	every dollar i make goes to the government	ne_1	Every dollar I make goes to the government.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_269.wav	every dollar i make goes to the government	ne_1	Every dollar I make goes to the government.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_269.wav	every dollar i make goes to the government	ne_1	every dollar i make goes to the government
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1306.wav	she is probably going to give the money to me	ne_1	she is probably going to give the money to me
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1306.wav	she is probably going to give the money to me	ne_1	She is probably going to give the money to me
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1306.wav	she is probably going to give the money to me	ne_1	she is probably going to give the money to me
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1306.wav	she is probably going to give the money to me	ne_1	She is probably going to give the money to me.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1306.wav	she is probably going to give the money to me	ne_1	She is probably going to give the money to me.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1306.wav	she is probably going to give the money to me	ne_1	she is probably going to give the money to me
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1101.wav	i going to get back once i graduate	ne_1	im going to get that once i graduate
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1101.wav	i going to get back once i graduate	ne_1	I going to get back once I graduate
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1101.wav	i going to get back once i graduate	ne_1	i'm going to get that once i graduate
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1101.wav	i going to get back once i graduate	ne_1	I going to get back once I graduate.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1101.wav	i going to get back once i graduate	ne_1	Are you going to get back once I graduate?
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1101.wav	i going to get back once i graduate	ne_1	im going to get that once i graduate
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_137.wav	are you a native of the area	ne_1	x xxxx  xxxxx into the area
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_137.wav	are you a native of the area	ne_1	are you a native of the area
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_137.wav	are you a native of the area	ne_1	are you a native of the area
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_137.wav	are you a native of the area	ne_1	Are you a native of the area?
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_137.wav	are you a native of the area	ne_1	Are you a native of the area?
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_137.wav	are you a native of the area	ne_1	i knew the native of the area
